"id","name","prefix","year1","year2","language","nodesid"
"642","Folkmershusen",null,null,null,null,"38"
"643","Volkmerssen",null,null,null,null,"38"
"644","Volkmershausen",null,null,null,null,"38"
"645","Volckmerßhausen",null,null,null,null,"38"
"646","Volgmarshusen",null,null,null,null,"38"
"647","Lenglere",null,null,null,null,"40"
"648","Lanclerion",null,null,null,null,"40"
"649","Lanclere",null,null,null,null,"40"
"650","Lancrion",null,null,null,null,"40"
"651","Struthagen",null,null,null,null,"44"
"652","Strothagen",null,null,null,null,"44"
"609","Bevergerne","","1561",null,"","628"
"653","Stroythagen",null,null,null,null,"44"
"654","Stroitshagen",null,null,null,null,"44"
"655","Buggonhuson",null,null,null,null,"45"
"656","Bukkenhusen",null,null,null,null,"45"
"657","Buckennosen",null,null,null,null,"45"
"658","Buwensen",null,null,null,null,"45"
"659","Pilshager Warte",null,null,null,null,"46"
"660","Pilshäger Turm",null,null,null,null,"46"
"661","Pilshagen",null,null,null,null,"46"
"662","Pyleshaghen",null,null,null,null,"46"
"663","Pfeilshagen",null,null,null,null,"46"
"664","Pylshagen",null,null,null,null,"46"
"665","Pilshäger Thurm",null,null,null,null,"46"
"666","Maranga",null,null,null,null,"47"
"667","Morungen",null,null,null,null,"47"
"668","Marungun",null,null,null,null,"47"
"669","Moringin",null,null,null,null,"47"
"670","Biberhahen",null,null,null,null,"643"
"671","Biberaha",null,null,null,null,"643"
"672","Biberah",null,null,null,null,"643"
"673","Byberahe",null,null,null,null,"643"
"674","Bybera",null,null,null,null,"643"
"675","Bebera",null,null,null,null,"643"
"676","Biberach",null,null,null,null,"643"
"677","Bibera",null,null,null,null,"643"
"678","Bebrau",null,null,null,null,"643"
"679","Biebra",null,null,null,null,"643"
"680","Bibra",null,null,null,null,"643"
"681","Biberaw",null,null,null,null,"643"
"682","Bieberauw",null,null,null,null,"643"
"683","Biber",null,null,null,null,"643"
"684","Biedenkaph",null,null,null,null,"647"
"685","Bydenkapf",null,null,null,null,"647"
"686","Biedencap",null,null,null,null,"647"
"687","Biedenkap",null,null,null,null,"647"
"688","Beidencap",null,null,null,null,"647"
"689","Bydenkapf",null,null,null,null,"647"
"690","Bielawka",null,null,null,null,"650"
"691","Thutiggehusen",null,null,null,null,"48"
"692","Tudyngehusen",null,null,null,null,"48"
"693","Tugingehußen",null,null,null,null,"48"
"694","Tugehausen",null,null,null,null,"48"
"695","Dudinghausenn",null,null,null,null,"48"
"696","Tudhusen",null,null,null,null,"48"
"697","Gledabiki",null,null,null,null,"49"
"698","Gladebike",null,null,null,null,"49"
"699","Gladebeke",null,null,null,null,"49"
"700","Gladenbeke",null,null,null,null,"49"
"701","Glake",null,null,null,null,"49"
"702","Embecka",null,null,null,null,"50"
"703","Einbike",null,null,null,null,"50"
"704","Enbiche",null,null,null,null,"50"
"705","Enbike",null,null,null,null,"50"
"706","Enbeka",null,null,null,null,"50"
"707","Einbeche",null,null,null,null,"50"
"708","Embeke",null,null,null,null,"50"
"709","Embike",null,null,null,null,"50"
"710","Eimbike",null,null,null,null,"50"
"711","Enbyke",null,null,null,null,"50"
"712","Eymbecke",null,null,null,null,"50"
"713","Eymbeke",null,null,null,null,"50"
"714","Eimbecke",null,null,null,null,"50"
"715","Eimbek",null,null,null,null,"50"
"716","Geismar",null,null,null,null,"51"
"717","Gesmaria",null,null,null,null,"51"
"718","Geismare",null,null,null,null,"51"
"719","Geismariam",null,null,null,null,"51"
"720","Geysmaria",null,null,null,null,"51"
"721","Geißmer",null,null,null,null,"51"
"722","Geußmar",null,null,null,null,"51"
"723","Lengidi",null,null,null,null,"53"
"724","Lengithi",null,null,null,null,"53"
"725","Lengithe",null,null,null,null,"53"
"726","Inferiori Lengede",null,null,null,null,"53"
"727","Minori Lengede",null,null,null,null,"53"
"728","Lutteken Lengede",null,null,null,null,"53"
"729","Wittmarsdorf",null,null,null,null,"54"
"730","Witmereshusen",null,null,null,null,"54"
"731","Witmershusen",null,null,null,null,"54"
"732","Vintmarishusen",null,null,null,null,"54"
"733","Wetmarishusen",null,null,null,null,"54"
"734","Wetmershusen",null,null,null,null,"54"
"735","Wethmarshusen",null,null,null,null,"54"
"736","Withmarshusen",null,null,null,null,"54"
"737","Witemershusen",null,null,null,null,"54"
"738","Witmarstenhusen",null,null,null,null,"54"
"739","Witmarshusen",null,null,null,null,"54"
"740","Wettmarshausen",null,null,null,null,"54"
"741","Wittmarshoff",null,null,null,null,"54"
"742","Wetmarshausen",null,null,null,null,"54"
"743","Withmershausen",null,null,null,null,"54"
"744","Witmarshoff",null,null,null,null,"54"
"745","Wettmarshof",null,null,null,null,"54"
"746","Zantoch",null,null,null,null,"172"
"747","Gelingehuson",null,null,null,null,"55"
"748","Gelinghusen",null,null,null,null,"55"
"749","Geylingehusen",null,null,null,null,"55"
"750","Gellihusen",null,null,null,null,"55"
"751","Gelnhusen",null,null,null,null,"55"
"752","Bischhausen",null,null,null,null,"56"
"753","Bischoppeshusen",null,null,null,null,"56"
"754","Biscopeshusen",null,null,null,null,"56"
"755","Bissoueshusen",null,null,null,null,"56"
"756","Byshusen",null,null,null,null,"56"
"757","Bißhußen",null,null,null,null,"56"
"758","Bischopshusen",null,null,null,null,"56"
"759","Bishusen",null,null,null,null,"56"
"760","Bishausen",null,null,null,null,"56"
"761","Bischhausen",null,null,null,null,"56"
"762","Symrade",null,null,null,null,"57"
"763","Simeroda",null,null,null,null,"57"
"764","Beberberger Warte",null,null,null,null,"58"
"765","Beber-Warte",null,null,null,null,"58"
"766","Beverwarte",null,null,null,null,"58"
"767","Vegebankswarte",null,null,null,null,"58"
"768","Bebrawarte",null,null,null,null,"58"
"769","Feygebankswarte",null,null,null,null,"58"
"770","Vegebangkeswarthe",null,null,null,null,"58"
"771","Feigebanckswarte",null,null,null,null,"58"
"772","Fegebanks-Warte",null,null,null,null,"58"
"773","Freyghebanks-Warte",null,null,null,null,"58"
"774","Heiligenstadt",null,null,null,null,"59"
"775","Helingunstat",null,null,null,null,"59"
"776","Helingestat",null,null,null,null,"59"
"777","Bischhausen",null,null,null,null,"687"
"778","Bishofen",null,null,null,null,"688"
"779","Bischoben",null,null,null,null,"688"
"780","Bischobin",null,null,null,null,"688"
"781","Bischoffen",null,null,null,null,"688"
"782","Bißobin",null,null,null,null,"688"
"783","Byschuuin",null,null,null,null,"688"
"784","Nydern Biscoffin",null,null,null,null,"688"
"785","Bischovirode",null,null,null,null,"689"
"786","Bissoverode",null,null,null,null,"689"
"787","Bisschofferode",null,null,null,null,"689"
"788","Bischoverode",null,null,null,null,"689"
"789","Buschoffenrode",null,null,null,null,"689"
"790","Bischofferod",null,null,null,null,"689"
"791","Bischofferodt",null,null,null,null,"689"
"792","Bischofferode",null,null,null,null,"689"
"793","Arescod",null,null,null,null,"73"
"794","Arescoth",null,null,null,null,"73"
"795","Arescot",null,null,null,null,"73"
"796","Aerschot",null,null,null,null,"73"
"797","Astebutel",null,null,null,null,"74"
"798","Astebuttell",null,null,null,null,"74"
"799","Gandera",null,null,null,null,"61"
"800","Gadra",null,null,null,null,"61"
"801","Gandera Inferioris",null,null,null,null,"61"
"802","Nederen Gandera",null,null,null,null,"61"
"803","Nederingandera",null,null,null,null,"61"
"804","Neddergandra",null,null,null,null,"61"
"805","Nederen Gandre",null,null,null,null,"61"
"806","Nedderngander",null,null,null,null,"61"
"807","Niddergandera",null,null,null,null,"61"
"808","Nederengandere",null,null,null,null,"61"
"809","Nedern Gandern",null,null,null,null,"61"
"810","Nederen Gander",null,null,null,null,"61"
"811","Nyderngander",null,null,null,null,"61"
"812","Nedderngandera",null,null,null,null,"61"
"813","Nieder Gandern",null,null,null,null,"61"
"814","Niedergandra",null,null,null,null,"61"
"815","Nieder Gander",null,null,null,null,"61"
"816","de Berga",null,null,null,null,"64"
"817","de Monte",null,null,null,null,"64"
"818","de Berge",null,null,null,null,"64"
"819","’s Heerenberch",null,null,null,null,"64"
"820","Burg",null,null,null,null,"64"
"821","Berga",null,null,null,null,"64"
"822","van den Berge",null,null,null,null,"64"
"823","Herenbergensis",null,null,null,null,"64"
"824","Graven Berge",null,null,null,null,"64"
"825","den Berghe",null,null,null,null,"64"
"826","Sheren berghe",null,null,null,null,"64"
"827","Aquis",null,null,null,null,"65"
"828","Aquisgrani",null,null,null,null,"65"
"829","Ahha",null,null,null,null,"65"
"830","Ais em ma chapelle",null,null,null,null,"65"
"831","Aix-la-Chapelle",null,null,null,null,"65"
"832","Aken",null,null,null,null,"65"
"833","Aahof",null,null,null,null,"66"
"834","Schou",null,null,null,null,"13791"
"835","Haagsche Schouw",null,null,null,null,"13791"
"836","Schouw van Duivenvoorde",null,null,null,null,"13791"
"837","Dodinsveres",null,null,null,null,"13791"
"838","veer ter Wadding",null,null,null,null,"13791"
"839","Aldagessem",null,null,null,null,"103"
"840","Aldesse",null,null,null,null,"103"
"841","Aldaghesen",null,null,null,null,"103"
"842","Aldessche",null,null,null,null,"103"
"843","Aelße",null,null,null,null,"103"
"844","Ahlse",null,null,null,null,"103"
"845","Ahligse",null,null,null,null,"103"
"846","Byrning",null,null,null,null,"707"
"847","Berningh",null,null,null,null,"707"
"848","Berninghe",null,null,null,null,"707"
"849","Aalst",null,null,null,null,"69"
"850","Alost",null,null,null,null,"69"
"851","Alosta",null,null,null,null,"69"
"852","Alst",null,null,null,null,"69"
"853","Aelst",null,null,null,null,"69"
"854","Anen",null,null,null,null,"71"
"855","Aen",null,null,null,null,"71"
"856","Aane",null,null,null,null,"71"
"857","Wasnare",null,null,null,null,"8220"
"858","Wasnar",null,null,null,null,"8220"
"859","Wassenere",null,null,null,null,"8220"
"860","Wassenare",null,null,null,null,"8220"
"861","Wassennaer",null,null,null,null,"8220"
"862","Abbenrothe",null,null,null,null,"75"
"863","Abbenrodhe",null,null,null,null,"75"
"864","Abbenrode prope Elmonem",null,null,null,null,"75"
"865","Abbia",null,null,null,null,"76"
"866","Abia",null,null,null,null,"76"
"867","Abbingen",null,null,null,null,"76"
"868","Abbienn",null,null,null,null,"76"
"869","Abiakh",null,null,null,null,"76"
"870","Abschwangen",null,null,null,null,"77"
"871","Tischino",null,null,null,null,"77"
"872","Тишоно",null,null,null,null,"77"
"873","Achim",null,null,null,null,"79"
"874","Echeim",null,null,null,null,"79"
"875","Achem",null,null,null,null,"79"
"876","Acheim",null,null,null,null,"79"
"877","Osterachem",null,null,null,null,"79"
"878","Achum",null,null,null,null,"79"
"879","Achim",null,null,null,null,"80"
"880","Acheim",null,null,null,null,"80"
"881","Achem",null,null,null,null,"80"
"882","Achumb",null,null,null,null,"80"
"883","Hachem",null,null,null,null,"80"
"884","Haghem",null,null,null,null,"80"
"885","Akendorp",null,null,null,null,"81"
"886","Ackendorp",null,null,null,null,"81"
"887","Addenstorff",null,null,null,null,"83"
"888","Addunesthorp",null,null,null,null,"83"
"889","Edelestorpe",null,null,null,null,"83"
"890","Haddestorpe",null,null,null,null,"83"
"891","Adestorpe",null,null,null,null,"83"
"892","Adelstorpe",null,null,null,null,"83"
"893","Addenstorpe",null,null,null,null,"83"
"894","Adsel",null,null,null,null,"88"
"895","Atzel",null,null,null,null,"88"
"896","Adtzell",null,null,null,null,"88"
"897","Kowalin",null,null,null,null,"88"
"898","Artzen",null,null,null,null,"89"
"899","Artelessen",null,null,null,null,"89"
"900","Artlissen",null,null,null,null,"89"
"901","Arteldessen",null,null,null,null,"89"
"902","Arthesloin",null,null,null,null,"89"
"903","Artldissen",null,null,null,null,"89"
"904","Ertelsen",null,null,null,null,"89"
"905","Ertsen",null,null,null,null,"89"
"906","Artzelen",null,null,null,null,"89"
"907","Artzen",null,null,null,null,"89"
"908","Blottnitz",null,null,null,null,"731"
"909","Afforde",null,null,null,null,"90"
"910","Afferde",null,null,null,null,"90"
"911","Afordia",null,null,null,null,"91"
"912","Aferde",null,null,null,null,"91"
"913","Aferden",null,null,null,null,"91"
"914","Aefferden",null,null,null,null,"91"
"915","Afferden",null,null,null,null,"91"
"916","Lieth",null,null,null,null,"94"
"917","Lyt",null,null,null,null,"94"
"918","Aggers",null,null,null,null,"96"
"919","Akkers",null,null,null,null,"96"
"920","Ahus",null,null,null,null,"98"
"921","Ahusen",null,null,null,null,"98"
"922","Ahlbeck",null,null,null,null,"100"
"923","Aalbeck",null,null,null,null,"100"
"924","Antbeke",null,null,null,null,"104"
"925","Antbeche",null,null,null,null,"104"
"926","Antbeck",null,null,null,null,"104"
"927","Ahnebergk",null,null,null,null,"104"
"928","Arbeke",null,null,null,null,"105"
"929","Arbecke",null,null,null,null,"105"
"930","Ahrbeck",null,null,null,null,"105"
"931","Arnesboke",null,null,null,null,"106"
"932","Arnesboken",null,null,null,null,"106"
"933","Ahrenswolde",null,null,null,null,"108"
"934","Arndeswolde",null,null,null,null,"108"
"935","Ahrentwohlde",null,null,null,null,"108"
"936","Aidenhof",null,null,null,null,"110"
"937","Aidom",null,null,null,null,"110"
"938","Aituma",null,null,null,null,"110"
"939","Aitz",null,null,null,null,"111"
"940","Aido",null,null,null,null,"111"
"941","Ayte",null,null,null,null,"111"
"942","Aita",null,null,null,null,"111"
"943","Hachen",null,null,null,null,"112"
"944","Aquae",null,null,null,null,"112"
"945","Acken",null,null,null,null,"112"
"946","Aquis",null,null,null,null,"112"
"947","Aquensibus",null,null,null,null,"112"
"948","Alantsi",null,null,null,null,"113"
"949","Allanas",null,null,null,null,"113"
"950","Alland",null,null,null,null,"113"
"951","Aluerdesdorpe",null,null,null,null,"115"
"952","Alverdesdorpe",null,null,null,null,"115"
"953","Aluerstorp",null,null,null,null,"115"
"954","Albrechtsdorf",null,null,null,null,"117"
"955","Albrechtesvelde",null,null,null,null,"118"
"956","Albertesvelde",null,null,null,null,"118"
"957","Aldenhouon",null,null,null,null,"120"
"958","Martaldinhouen",null,null,null,null,"120"
"959","Bothum",null,null,null,null,"772"
"30642","Donc","","1308",null,"","20306"
"963","Alfeld (Leine)",null,null,null,null,"122"
"964","Alevellon",null,null,null,null,"122"
"965","Alvelde",null,null,null,null,"122"
"966","Aluelde",null,null,null,null,"122"
"967","Alefeld",null,null,null,null,"122"
"968","Alfhuson",null,null,null,null,"123"
"969","Halfhusen",null,null,null,null,"123"
"970","Alphusen",null,null,null,null,"123"
"971","Alleffhusen",null,null,null,null,"123"
"972","Algrimsen",null,null,null,null,"124"
"973","Alegremishusun",null,null,null,null,"124"
"974","de Alegrimessem",null,null,null,null,"124"
"975","Groten Alghermissen",null,null,null,null,"124"
"976","Allafer",null,null,null,null,"125"
"977","Alaueræ",null,null,null,null,"125"
"978","Allaver",null,null,null,null,"125"
"979","Allever",null,null,null,null,"125"
"980","Allofer",null,null,null,null,"125"
"981","Allasch",null,null,null,null,"126"
"962","Althorpe","","1276",null,"","121"
"982","Allis",null,null,null,null,"126"
"983","Allendorf",null,null,null,null,"128"
"984","Aldendorf",null,null,null,null,"128"
"985","Aldindorf",null,null,null,null,"128"
"986","Aldentorff",null,null,null,null,"128"
"987","Alindorff",null,null,null,null,"128"
"988","Allendorf",null,null,null,null,"130"
"989","Aldendorp",null,null,null,null,"130"
"990","Aldendorpp",null,null,null,null,"130"
"991","Oldendorp",null,null,null,null,"130"
"992","Aldendorff",null,null,null,null,"130"
"993","Allentrop",null,null,null,null,"130"
"994","Alt Zuckmantel",null,null,null,null,"171"
"995","Allenküll",null,null,null,null,"131"
"996","Allenkulle",null,null,null,null,"131"
"997","Alersbutle",null,null,null,null,"134"
"998","Allersbuttele",null,null,null,null,"134"
"999","Allersbutle",null,null,null,null,"134"
"1000","Allersbuttel",null,null,null,null,"134"
"1001","Alersbüttel",null,null,null,null,"134"
"1002","Alersbuttel in dem poppedike",null,null,null,null,"134"
