"id","nodesid","name","continuationfromid","fromyear","toyear","description","category","commodities","date","fixedday","fixedmonth","numberofdays","weekday","beforeafter","datedependson","startmax","startmin","endmax","endmin"
"1990","19809","Bobäck  fair",null,"1584","1723","The burghers of Helsinki were in 1584 granted the rights for an annual fair in Kirkkonummi Bob&auml;ck on Michaelmas (29 September). The rights were confirmed in 1594 when the date was cited as the Nativity of St Mary (8 September) and the site as Brendeberg&rsquo;s sund.","local","","fixed","29","9",null,"","","",null,null,null,null
"1902","18142","Saloinen fair",null,"1616","1642","The oldest site for the annual fair was in Satamalahti and after that in Markkinaniemi in Satamakangas, where the fair may have been relocated in 1420. St Olaf&rsquo;s (29 July) fair in Saloinen is cited in 1616, but was relocated in 1642 to Oulu and set to St Laurentius (10 August). A smaller annual fair designed for local peasants was allowed in Saloinen whatever day they saw the best.","regional","","fixed","29","7",null,"","","",null,null,null,"14"
"1991","18118","Tuiku winter fair",null,"1350",null,"Turku annual Winter fair on the feast of St Henrik (20 January) is documented in 1531 but has a 14th century origin. ","regional","","fixed","20","1",null,"","","",null,null,null,null
"1994","4329","",null,"1303",null,"On 4 June 1303 count John granted a fair on the eve of St Margaret (July 12). The fair must have decayed later, because it was re-installed by archduke Philip with a duration of 8 days in 1497.","regional","","fixed","12","7",null,"","","",null,null,null,"7"
"1995","4329","",null,"1360",null,"Fair on the day of the Holy Cross (14 September), the consecration day of St. Peter&#039;s church. The burgrave levied a toll on the fair, which is first mentioned around 1360.","local","","fixed","14","9",null,"","","",null,null,null,null
"1667","8841","",null,"1100","1632","Horse fair on Saint Michael (29 September), which might also have been held in May in the beginning. It was moved to Saint Matthew in 1633.","regional","horses","fixed","29","9",null,"","","","-1",null,"1",null
"1921","19779","Vöyri winter fair",null,"1650",null,"In 1622 V&ouml;yri had two annual fairs on St Margaret (20 July) and St Mary (8 September?). In 1650 burghers of Nykarleby were further granted sole right to hold a local fair for four days starting on St Nicolaus (6 December) in V&ouml;yri.","regional","","fixed","6","12",null,"","","",null,null,null,"3"
"1971","19930","VEhkalahti St Bartholomeus fair",null,"1585","1594","Burghers of Viborg were in 1542 granted sole right for annual fair in Vehkalahti on St Olaf&rsquo;s (29 July). In 1585 the fair was held on apostle Bartholomeus (24 August). In 1594 the fair day was confirmed as St Laurentius (10 August).","local","","fixed","24","8",null,"","","",null,null,null,null
"1974","4698","",null,"1243",null,"Fair on St Remaclus (3 September), with a duration of eight days before and after that date.","regional","","fixed","3","9",null,"","","",null,"-7",null,"7"
"1977","18141","Lapvesi Michaelmas fair",null,"1621",null,"Burghers of Viborg were in 1621 granted further two weeks annual fair in Lapvesi to start on Michaelmas (29 September).","regional","Tar","fixed","29","9",null,"","","",null,null,null,"13"
"1980","18138","Hämeenlinna summer fair",null,"1650",null,"H&auml;meenlinna was in 1650 confirmed two annual fairs on Epiphany (6 January), and 1 September, of which the latter was in the same year changed to St Olaf (29 July).","local","","fixed","29","7",null,"","","",null,null,null,null
"1983","7230","",null,"1417",null,"Fair from two days before until two days after St Ulrich&#039;s day (4 July, the dedication day of St. Patrokli church), as mentioned in 1417. According to a complaint from 1504, it attracted visitors from the territories of Cologne, Utrecht, M&uuml;nster, Osnabr&uuml;ck, Paderborn, Cleves, Mark, Berg, Hesse, Lippe and Rietberg.","regional","","fixed","4","7",null,"","","",null,"-2",null,"2"
"1986","5591","",null,"1542",null,"Fair on mid-Lent","local","","movable",null,null,null,"","","Letare",null,null,null,null
"1992","18118","Turku Summer fair",null,"1350",null,"Turku annual Summer fair on the translation of St Henrik (18 June) is documented in 1531 but has a 14th century origin.","regional","","fixed","18","6",null,"","","",null,null,null,null
"1972","19930","Vehkalahti St Laurentius fair",null,"1594",null,"Burghers of Viborg were in 1542 granted sole right for annual fair in Vehkalahti on St Olaf&rsquo;s (29 July). In 1585 the fair was held on apostle Bartholomeus (24 August). In 1594 the fair day was confirmed as St Laurentius (10 August).","local","","fixed","10","8",null,"","","",null,null,null,null
"1984","7230","",null,"1417",null,"Fair from three days before until three days after All Saints, as mentioned in 1417. It continues to exist today as a fun fair.","regional","","fixed","1","11",null,"","","",null,"-3",null,"3"
"1987","5591","",null,"1542",null,"Fair on Sunday after St. Kilian&#039;s day","local","","movable","8","7",null,"Sunday","after","Fixed date",null,null,null,null
"1993","18118","Turku Autumn fair",null,"1636",null,"Turku annual Autumn free fair was ordained in 1636 to start on the Nativity of Mary and last for two weeks.","regional","","fixed","8","9",null,"","","",null,null,null,"13"
"558","273",null,null,"1582",null,"Birth of Mary","local",null,"fixed","8","9",null,null,null,null,null,null,null,null
"1044","2457",null,null,"1641",null,null,"local",null,"movable",null,null,null,"Monday","after","Vocem",null,null,null,null
"1254","13765","Æbelholt",null,"1265","1562","The annual fair of the monastery of &AElig;belholt is first mentioned in 1265, but is probably older. The fair took place from June 15th to June 29th, and at least in the high middle ages horses were the most important commodity. In 1562 the fair was removed to Frederiksborg.","regional","Horses","fixed","15","6",null,null,null,null,null,null,null,"14"
"1256","8010","Saint Kjeld’s",null,"1350",null,"Presumably, the oldest fair was Saint Kjeld&rsquo;s fair (Danish: Sankt Kjeldsmarked), which is first mentioned in the town law from 1440, but apparently began in the high medieval period. Saint Kjeld&rsquo;s fair was held July 11th in the 15th century. 
","regional","Oxen;horses","fixed","11","7",null,null,null,null,null,null,null,null
"1258","8010",null,null,"1400",null,"During the 1400ties Saint Kjeld&rsquo;s fair was repressed by the Saint Mauritii&rsquo;s fair (Danish: Sankt Maurutti marked/Toftemarkedet), which was held September 22th to September 24th.    ","local","Oxen;horses","fixed","22","9",null,null,null,null,null,null,null,"2"
"318","3050",null,"238","1523",null,"The fair of St Michael was shortened to three days between 1488 and 1523.","local",null,"fixed","29","9",null,null,null,null,null,"-1",null,"1"
"1260","8010","Snapstinget",null,"1442","1550","The most important annual fair in Viborg during the late medieval period and early-modern era was &lsquo;Snapstinget&rsquo;. This is mentioned for the first time in 1442, where it was held on the day of Saint Canute (Danish: Sankt Knuds dag), i.e. January 6th, but the market activity in January may very well be older. ","interregional","Oxen;horses","fixed","6","1",null,null,null,null,null,null,null,null
"1266","8010","Snapstinget","1260","1551",null,"Around the middle of the 15th century the opening of the fair was removed to the first Saturday after Epiphany. Hereby &lsquo;Snapstinget&rsquo; followed immediately after &lsquo;Kieler Umschlag&#039; in the town of Kiel in Holstein, which was held annually January 6th to January 13th, and clearly there was a connection between the two capital markets. &lsquo;Snapstinget&rsquo; continued as one of the most important annual faris in Denmark up until the modern era.","interregional","Oxen;horses","movable","6","1",null,"Saturday","after","Fixed date",null,null,null,null
"1319","9560","Glenstrup",null,"1552",null,"The fair at the village of Glenstrup was relocated to Hobro in 1552.","local",null,"fixed",null,null,null,null,null,null,null,null,null,null
"1321","9560","Dybdal",null,"1561","1578","in 1561 the markets previously held in Dybdal and Testrup were moved to Hobro. This resulted in dissatisfaction among the local peasantry, and in 1578 one of the fairs was moved back to Testrup.","local",null,"fixed",null,null,null,null,null,null,null,null,null,null
"1323","9560","Testrup",null,"1561",null,"in 1561 the markets previously held in Dybdal and Testrup were moved to Hobro. This resulted in dissatisfaction among the local peasantry, and in 1578 one of the fairs was moved back to Testrup.","local",null,"fixed",null,null,null,null,null,null,null,null,null,null
"1325","9560",null,null,"1608",null,"In 1608, it was decided that all fairs within 2.5 miles of the town had to be held in Hobro. The fairs of Hobro were to be held on May 1th, September 17th and October 9th.","local",null,"fixed","1","5",null,null,null,null,null,null,null,null
"1327","9560",null,null,"1608",null,"In 1608, however, it was decided that all fairs within 2.5 miles of the town had to be held in Hobro. The fairs of Hobro were to be held on May 1th, September 17th and October 9th.","local",null,"fixed","17","9",null,null,null,null,null,null,null,null
"1329","9560",null,null,"1608",null,"In 1608, however, it was decided that all fairs within 2.5 miles of the town had to be held in Hobro. The fairs of Hobro were to be held on May 1th, September 17th and October 9th.","local",null,"fixed","9","10",null,null,null,null,null,null,null,null
"1331","10181",null,null,"1569",null,"Sankt Hansmarked reestablished in 1569.","local",null,"fixed","24","6",null,null,null,null,null,null,null,null
"1333","10181",null,null,null,"1556","Sankt Hansmarked abolished in 1556.","local",null,"fixed","24","6",null,null,null,null,null,null,null,null
"1431","10265",null,null,"1413",null,"In 1413 another fair, which also appears to be older,  was held at harvest at Vor Frue Dag (8. sept.).","local",null,"fixed","8","9",null,null,null,null,null,null,null,null
"1433","10265",null,null,"1600","1615","From around 1600 a third fair, known as Sct. Laurentti or Sct. Augustin fair, was held around August 10. In 1615 Ringsted lost the right to this particular fair. ","local",null,"fixed","10","8",null,null,null,null,null,null,null,null
"1435","10265",null,null,"1600",null,"From around 1600 Ringsted also held a fair around October 9.","local",null,"fixed","9","10",null,null,null,null,null,null,null,null
"1437","10335",null,null,"1633",null,"From 1633, presumably also earlier, an annual fair was held at the parish day after Sct. Hans.","local",null,"fixed","23","6",null,null,null,null,null,null,null,null
"1439","10335",null,null,"1633",null,"From 1633, presumably also earlier, another annual fair was held at Sct. S&oslash;vrens day the 23th october or the next parish day if the 23th october was a holy day.","local",null,"fixed","23","10",null,null,null,null,null,null,null,null
"1441","10341",null,null,"1550",null,"The oldest annual fair began at Sct. Jacobs day (July 25), and lasted for three days. The privilege to the fair of Sct. Jacob was granted in 1550. ","local",null,"fixed","25","7",null,null,null,null,null,null,null,null
"1443","10341",null,null,"1575",null,"In 1575 the fair from the village of H&oslash;ve was moved to Kors&oslash;r.","local",null,"fixed",null,null,null,null,null,null,null,null,null,null
"1445","10341",null,null,"1575",null,"In 1575 the fair from the village of Haarslev was moved to Kors&oslash;r.","local",null,"fixed",null,null,null,null,null,null,null,null,null,null
"1447","10341",null,null,"1632",null,"&AElig;gidii day fair (September 1) was founded in 1632.","local",null,"fixed","1","9",null,null,null,null,null,null,null,null
