"id","fairid","language","description"
"1881","1797","deu","Viert&auml;giger Jahrmarkt vom Tag vor St. Georgii bis St. Ludgeri"
"1883","1799","deu","Eint&auml;giger Jahrmarkt am Tag vor Sakramentstag"
"1885","1801","deu","Jahrmarkt am Sonntag Letare"
"1887","1803","deu","Jahrmarkt am Sonntag Judica"
"1889","1805","deu","Jahrmarkt am Palmsonntag"
"1901","1817","deu","Jahrmarkt am Tag der Unschuldigen Kinder"
"1903","1819","deu","Jahrmarkt am Samstag nach Letare, 1475 von Lommatzsch nach Mei&szlig;en verlegt."
"1905","1821","deu","Jahrmarkt am Samstag nach Letare, 1475 nach Mei&szlig;en verlegt."
"1907","1823","deu","Jahrmarkt am Sonntag nach Invocavit"
"1909","1825","deu","Jahrmarkt am dritten Pfingsttag, bis in die Gegenwart als &quot;Heiratsmarkt&quot; bekannt."
"1911","1827","deu","Jahrmarkt am Sonntag nach Kiliani"
"1913","1829","deu","Jahrmarkt am Sonntag nach Michaelis"
"1915","1831","deu","Jahrmarkt am Sonntag vor Thomae"
"1917","1833","deu","Jahrmarkt am Philippi und Jakobi und Walpurgis (1. Mai)"
"1919","1835","deu","Jahrmarkt am Fest der Kreuzerh&ouml;hung (14. September)"
"1921","1837","deu","Siebent&auml;giger Jahrmarkt am St. Blasius"
"1923","1839","deu","Siebent&auml;giger Jahrmarkt am Sonntag nach St. Vitus"
"1925","1841","deu","Jahrmarkt am St. Albinstag (22 Juni), mit Markfreiheit 3 Tage vor und nach der Termin."
"1927","942","deu","Jahrmarkt am Freitag nach Johannis"
"1929","944","deu","Jahrmarkt am Freitag nach Michaelis"
"1931","1843","nld","Jaarmarkt op St. Bonifatius (5 juni), met een duur van vier dagen voor en na de feestdag en vrijgeleide voor bezoekers."
"1933","1845","nld","De Bonifatiusjaarmarkt werd in 1292 met twee dagen verlengd."
"1935","1847","nld","De Micha&euml;ljaarmarkt in de week rond St. Micha&euml;l was waarschijnlijk de oudste jaarmarkt van Zwolle en moet dus al voor 1265 hebben bestaan. Uit de opbrengsten van de stadstol is af te leiden dat deze jaarmarkt van de Zwolse markten veruit de meeste bezoekers trok."
"1937","1849","nld","Jaarmarkt op Maria Hemelvaart (15 augustus)"
"1939","1851","nld","Jaarmarkt op de feestdag van de Apostelen Simon en Judas (28 oktober)"
"1941","1853","nld","Jaarmarkt rond dinsdag na Pasen, met als tijdsduur drie dagen voor en na de genoemde dag, met vrijgeleide voor bezoekers. De markt werd op 25 maart 1309 door bisschop van Utrecht Gwijde van Avesnes verleend."
"1943","1855","nld","In de zeventiende eeuw vond de Paasmarkt op acht dagen rond Palmpasen plaats."
"1945","1857","nld","Achtdaagse jaarmarkt rond St. Jacob (25 juli)"
"1947","1859","nld","Jaarmarkt op St. Lambertusdag (17 september)."
"1949","1861","nld","Jaarmarkt op dinsdag na Pinksteren."
"1951","1863","nld","De Pinkstermarkt werd in 1478 naar donderdag na Pinksteren verplaatst."
"1953","1865","nld","Jaarmarkt voor midvasten."
"1955","1867","nld","De Pinkstermarkt was tijdens de Tachtigjarige oorlog in onbruik geraakt en werd in 1618 nieuw leven in geblazen op Meidag (1 mei)."
"1957","1869","deu","Jahrmarkt von Christi Himmelfahrt bis Pfingsten, der 1232 bereits bestand."
"1959","1871","deu","Jahrmarkt an 14 Tagen nach St. Michaelis, 1232 verliehen."
"1961","1873","deu","Jahrmarkt am Mittwoch nach Mari&auml; Lichtme&szlig; (Praesentatio Jesu in Templo)."
