"id","refshort","reflong","type"
"206","Tacke 1943","Tacke, Eberhard, &#60;cite&#62;Die Entwicklung der Landschaft im Solling. Ein Beitrag zur Wirtschaftsgeschichte und zur Geschichte der Siedlungsplanung in Niedersachsen&#60;/cite&#62; (Oldenburg, 1943).",null
"208","Pieper 2006","Pieper, Gerhard, &#60;cite&#62;Die Festung Hameln. Geschichte, Bauwerke und Institutionen&#60;/cite&#62;, 2nd ed. (Hameln 2006).",null
"278","Kühlhorn 1976","Kühlhorn, Erhard, &#60;q&#62;Mittelalterliche Wehranlagen&#60;/q&#62;, in &#60;cite&#62;Historisch-Landeskundliche Exkursionskarte von Niedersachsen, Blatt Moringen, Erläuterungsheft&#60;/cite&#62; (Hildesheim, 1976), 116-152.",null
"3629","Gelders Archief, Kaarten","Gelders Archief (Arnhem) Kaarten","archive"
"216","Cox 2012","Cox, Joost C.M., &#60;cite&#62; Repertorium van de stadsrechten in Nederland&#60;/cite&#62;, Werken van de Stichting tot Uitgaaf der Bronnen van het Oud-Vaderlandse Recht 33 (Oisterwijk, 2012, 2nd ed.), online updated edition at &#60;a href=&#34;https://www.universiteitleiden.nl/binaries/content/assets/geesteswetenschappen/institute-for-history/repertorium-stadsrechten.pdf&#34;&#62;https://www.universiteitleiden.nl/binaries/content/assets/geesteswetenschappen/institute-for-history/repertorium-stadsrechten.pdf&#60;/a&#62;","secondary"
"218","Gade 1870","Gade, Heinrich, &#60;q&#62;Geschichte des Fleckens Stolzenau&#60;/q&#62;, &#60;cite&#62;Zeitschrift des historischen Vereins für Niedersachsen&#60;/cite&#62; (1870), 235-344","secondary"
"220","Tribbe 1460","Löffler, Klemens (ed.), &#60;cite&#62;Des Domherrn Heinrich Tribbe Beschreibung von Stadt und Stift Minden (um 1460)&#60;/cite&#62;, Mindener Geschichtsquellen II (Münster 1932).",null
"222","Dobbertin 1989","Dobbertin, Hans, &#60;q&#62;Großenwieden im Mittelalter&#60;/q&#62;, &#60;cite&#62;Heimatblätter Hessisch Oldendorf&#60;/cite&#62; 4 (1989), 9-13.",null
"224","Berner 1952","Berner, Hans, &#60;cite&#62;Das Amt Grohnde&#60;/cite&#62; (Göttingen 1952).",null
"226","Berner 1953","Berner, Friedrich, &#60;q&#62;Die Landwehr der Stadt&#60;/q&#62;, &#60;cite&#62;Der Klüt&#60;/cite&#62; (1953), 81-93.",null
"228","Dürre 1861","Dürre, Hermann, &#60;cite&#62;Geschichte der Stadt Braunschweig im Mittelalter&#60;/cite&#62; (Braunschweig 1861).",null
"230","Henn 2009","Henn, Volker, &#60;q&#62;Jahrmärkte und Messen im Weser-Elbe-Raum im späten Mittelalter&#60;/q&#62;, in Volker Henn, &#60;cite&#62;Aus rheinischer, westfälischer und hansischer Geschichte&#60;/cite&#62;, ed. by Franz Irsigler (Trier, 2009), 325-348.","secondary"
"232","Sack 1841","Sack, C.W., &#60;cite&#62;Alterthümer der Stadt und des Landes Braunschweig&#60;/cite&#62; (Braunschweig, 1841).",null
"234","Brübach 1994","Brübach, Nils, &#60;cite&#62;Die Reichsmessen von Frankfurt am Main, Leipzig und Braunschweig (14. - 18. Jahrhundert)&#60;/cite&#62;, Beiträge zur Wirtschafts- und Sozialgeschichte 55 (Stuttgart, 1994).",null
"238","Bodemann 1883","Bodemann, Eduard (ed.), &#60;cite&#62;Die älteren Zunfturkunden der Stadt Lüneburg&#60;/cite&#62; (Hannover, 1883).",null
"240","Spiess 1966","Spiess, Werner, &#60;cite&#62;Geschichte der Stadt Braunschweig im Nachmittelalter, Bd. 1: vom Ausgang des Mittelalters bis zum Ende der Stadtfreiheit (1491 - 1671)&#60;/cite&#62; (Braunschweig 1966).",null
"242","Erhard 1836","Erhard, H.A., &#60;q&#62;Diplomatische Geschichte des Erfurthischen Handels- und Gewerb-Wesens älterer Zeiten&#60;/q&#62;, in &#60;cite&#62;Neues allgemeines Archiv für die Geschichtskunde des Preusischen Staates&#60;/cite&#62;, Bd. 1, ed. by Leopold von Ledebur (Berlin, 1836), 196-236.",null
"244","Holbach 2001","Holbach, Rudolf, &#60;q&#62;Jahrmärkte und Handelsbeziehungen zwischen Weser und Ems im späten Mittelalter&#60;/q&#62;, in &#60;cite&#62;Landesgeschichte als multidisziplinäre Wissenschaft. Festgabe für Franz Irsigler zum 60. Geburtstag&#60;/cite&#62;, ed. by Dietrich Ebeling et al. (Trier, 2001), 223-268.","secondary"
"246","Schmidt 1995","Schmidt, Heinrich, &#60;q&#62;650 Jahre Stadt Oldenburg: über Beharrung und Wandel in der oldenburgischen Stadtgeschichte&#60;/q&#62;, &#60;cite&#62;Oldenburger Jahrbuch&#60;/cite&#62; 95 (1995), 31-48.",null
"248","Müller 1992","Müller, Siegfried, &#60;q&#62;Die Bürgerstadt&#60;/q&#62;, in &#60;cite&#62;Geschichte der Stadt Hannover, Bd. 1: von den Anfängen bis zum Beginn des 19. Jahrhunderts&#60;/cite&#62;, ed. by Klaus Mlynek and Waldemar R. Röhrbein (Hannover, 1992), 67-135.",null
"250","Plath 1992","Plath, Helmut, &#60;q&#62;Die Frühgeschichte&#60;/q&#62;, in &#60;cite&#62;Geschichte der Stadt Hannover, Bd. 1: Von den Anfängen bis zum Beginn des 19. Jahrhunderts&#60;/cite&#62;, ed. by Klaus Mlynek and Waldemar R. Röhrbein (Hannover, 1992), 11-66.",null
"252","Henn 1996","Henn, Volker, &#60;q&#62;Mißglückte Messegründungen des 14. und 15. Jahrhunderts&#60;/q&#62;, in &#60;cite&#62;Europäische Messen und Märktesysteme in Mittelalter und Neuzeit&#60;/cite&#62;, ed. by Peter Johanek and Heinz Stoob (Cologne, 1996), 205-222.",null
"254","Von Lehe 1966","Lehe, Erich von, &#60;cite&#62;Die Märkte Hamburgs von den Anfängen bis in die Neuzeit (1911)&#60;/cite&#62;, Vierteljahrschrift für Sozial- und Wirtschaftsgeschichte, Beiheft 50 (Wiesbaden, 1966).",null
"256","Heinze 1894","Heinze, Wilhelm, &#60;cite&#62;Geschichte der Stadt Alfeld. Ein Beitrag zur Heimatkunde&#60;/cite&#62; (Alfeld, 1894).",null
"258","Pischke 2014","Pischke, Gudrun, &#60;cite&#62;Hildesheim - von der Domburg zur Grossstadt. Zwölf Jahrhunderte Stadtentwicklung im Kartenbild&#60;/cite&#62; (Hildesheim, 2014).",null
"260","Harland 1854","Harland, H.L., &#60;cite&#62;Geschichte der Stadt Einbeck&#60;/cite&#62;, Bd. 1 (Einbeck, 1854).",null
"262","Harland 1859","Harland, H. L., &#60;cite&#62;Geschichte der Stadt Einbeck&#60;/cite&#62;, Bd. 2 (Einbeck, 1859).",null
"264","Denecke, Kühn 2005","Denecke, Dietrich, and Helga-Maria Kühn eds., &#60;cite&#62;Göttingen. Geschichte einer Universitätsstadt, Bd. 1: Von den Anfängen bis zum Ende des Dreißigjährigen Krieges&#60;/cite&#62; (Göttingen, 2005).","secondary"
"266","Keyser; Stoob 1957","Keyser, Erich; Stoob, Heinz (eds.), &#60;cite&#62;Hessisches Städtebuch&#60;/cite&#62;, Deutsches Städtebuch 4:1 (Stuttgart, 1957)","secondary"
"270","Zwahr 1999","Zwahr, Hartmut, &#60;q&#62;Die Messe in ihrem Gestaltwandel&#60;/q&#62;, in &#60;cite&#62;Leipzigs Messen 1497-1997: Gestaltwandel - Umbrüche - Neubeginn, Teilband 1: 1497-1914&#60;/cite&#62;, ed. by Ulrich von Hehl et al. (Cologne, Weimar, Vienna, 1999), 21-32.",null
"272","Neuhaus 1999","Neuhaus, Helmut, &#60;q&#62;Die Begründung der Leipziger Messe und das Heilige Römische Reich Deutscher Nation in den Jahren 1497/1507&#60;/q&#62;, in &#60;cite&#62;Leipzigs Messen 1497-1997: Gestaltwandel - Umbrüche - Neubeginn, Teilband 1: 1497-1914&#60;/cite&#62;, ed. by Ulrich von Hehl et al. (Cologne, Weimar, Vienna, 1999), 51-60.",null
"932","Kuys 1987","Kuys, Jan A.E., &#60;cite&#62;De ambtman in het Kwartier van Nijmegen (ca. 1250-1543)&#60;/cite&#62; (Nijmegen 1987).","secondary"
"274","Meyermann 1915","Meyermann, Georg, &#60;q&#62;Die Göttinger Landwehren&#60;/q&#62;, &#60;cite&#62;Göttinger Blätter für Geschichte und Heimatkunde in Südhannover&#60;/cite&#62; (1915), 25-41.",null
"276","Fahlbusch 1938","Fahlbusch, Otto, &#60;q&#62;Warten und Landwehren um Göttingen&#60;/q&#62;, &#60;cite&#62;Gabe des Geschichtsvereins für Göttingen und Umgebung&#60;/cite&#62; (1938), 15-44.",null
"280","Grote 1925","Grote, Paul, &#60;q&#62;Der Zoll in Northeim&#60;/q&#62;, &#60;cite&#62;Heimatblätter für Northeim und Umgegend&#60;/cite&#62; (1925), 145-147.",null
"282","Eggeling 1960","Eggeling, Hans-Henning, &#60;cite&#62;Die wirtschaftliche Entwicklung der Stadt Northeim i. Hann. vom Mittelalter bis zum Ersten Weltkrieg&#60;/cite&#62; (Northeim 1960).",null
"284","Eckhardt 1999","Eckhardt, Albrecht, &#60;cite&#62;Wildeshausen. Geschichte der Stadt von den Anfängen bis zum ausgehenden 20. Jahrhundert&#60;/cite&#62; (Wildeshausen, 1999).",null
"286","Lindern 1971","Lindern, Georg von, &#60;cite&#62;Kleine Chronik der Stadt Delmenhorst&#60;/cite&#62; (Oldenburg, 1971).",null
"288","Mehrtens 1990","Mehrtens, Jürgen, &#60;cite&#62;300 Jahre Delmenhorster Markt&#60;/cite&#62;, Delmenhorster Schriften 14 (Delmenhorst, 1990).",null
"290","Eckhardt 1994","Eckhardt, Albrecht, &#60;q&#62;Delmenhorst - Stadt oder Flecken? Stadtrecht und Stadtqualität vom Mittelalter bis um 1700&#60;/q&#62;, in &#60;cite&#62;Streiflichter aus 600 Jahren Delmenhorster Geschichte&#60;/cite&#62;, Delmenhorster Schriften 16 (Delmenhorst, 1994), 9-39.",null
"292","Schmidt; Hinrichs 1997","Schmidt, Heinrich; Ernst Hinrichs, &#60;cite&#62;Geschichte der Stadt Oldenburg, Bd. 1: Von den Anfängen bis 1830&#60;/cite&#62; (Oldenburg, 1997).","secondary"
"294","Schmidt 1997","Schmidt, Heinrich, &#60;q&#62;Oldenburg um 1380. Ein Beschwerderegister als Quelle zur oldenburgischen Stadtgeschichte im Späten Mittelalter&#60;/q&#62;, in &#60;cite&#62;Struktur und Dimension. Festschrift für Karl Heinrich Kaufhold zum 65. Geburtstag, Bd. 1: Mittelalter und Frühe Neuzeit&#60;/cite&#62;, ed. by Hans-Jürgen Gerhard (Stuttgart, 1997), 372-387.",null
"296","Oetken 1722","Oetken, Johann Christoph von, &#60;cite&#62;Corpus constitutionum Oldenburgicarum selectarum...&#60;/cite&#62; (Oldenburg, 1722).",null
"298","Limann 1958","Limann, Georg, &#60;q&#62;Der Stau in Oldenburg. Entwicklung des See- und Binnenhafens dieser alten nordwestdeutschen Residenzstadt&#60;/q&#62;, &#60;cite&#62;Oldenburger Jahrbuch&#60;/cite&#62; 57:2 (1958), 1-38.",null
"300","Rothmann 1998","Rothmann, Michael, &#60;cite&#62;Die Frankfurter Messen im Mittelalter&#60;/cite&#62; (Stuttgart, 1998).",null
"302","Brübach 1996","Brübach, Nils, &#60;q&#62;Die Entstehung und die Frühzeit der Frankfurter Messen. Vom fränkischen Königshof zum &#34;Kaufhaus der Deutschen&#34;&#60;/q&#62;, in &#60;cite&#62;Europäische Messen und Märktesysteme in Mittelalter und Neuzeit&#60;/cite&#62;, ed. by Peter Johanek and Heinz Stoob (Cologne, Weimar, Vienna, 1996), 143-170.",null
"304","Sprandel 1986","Sprandel, Rolf, &#60;q&#62;Der Hafen von Hamburg&#60;/q&#62;, in &#60;cite&#62;See- und Flusshäfen vom Hochmittelalter bis zur Industrialisierung&#60;/cite&#62;, ed. by Heinz Stoob (Cologne, Weimar, Vienna, 1986), 193-210.",null
"306","Petersen 2015","Petersen, Niels, &#60;cite&#62;Die Stadt vor den Toren. Lüneburg und sein Umland im Spätmittelalter&#60;/cite&#62; (Göttingen, 2015).",null
"308","Reinecke 1933","Reinecke, Wilhelm, &#60;cite&#62;Geschichte der Stadt Lüneburg, Bd. 1&#60;/cite&#62; (Lüneburg, 1933).",null
"310","Aufgebauer 1990","Aufgebauer, Peter, &#60;q&#62;Einbeck im Mittelalter&#60;/q&#62;, in &#60;cite&#62;Geschichte der Stadt Einbeck, Bd. 1: Von den Anfängen bis zum Ende des 18. Jahrhunderts&#60;/cite&#62;, ed. by Horst Hülse and Claus Spörer (Einbeck, 1990), 73-124.",null
"312","Eckhardt 2006","Eckhardt, Albrecht, &#60;cite&#62;Mittelalterliche Städte im Oldenburger Land&#60;/cite&#62; (Oldenburg, 2006).",null
"314","Bockhorst 1985","Bockhorst, Wolfgang, &#60;cite&#62;Die Geschichte des Niederstifts Münster bis 1400&#60;/cite&#62; (Münster, 1985).","secondary"
"316","Eckoldt 1980","Eckoldt, Martin, &#60;cite&#62;Schiffahrt auf kleinen Flüssen Mitteleuropas in Römerzeit und Mittelalter&#60;/cite&#62;, Schriften des Deutschen Schiffahrtsmuseums 14 (Oldenburg, Hamburg, Munich, 1980).",null
"318","Meineke 2015","Meineke, Birgit (ed.), &#60;cite&#62;Die Ortsnamen des Kreises Minden-Lübecke&#60;/cite&#62;, Westfälisches Ortsnamenbuch VII (Bielefeld 2015).","secondary"
"320","Müller 1968","Müller, Theodor, &#60;cite&#62;Schiffahrt und Flösserei im Flussgebiet der Oker&#60;/cite&#62; (Braunschweig, 1968).",null
"322","Petersen; Pischke 2014","Petersen, Niels; Pischke, Gudrun (eds.), &#60;cite&#62;Regionalkarte zur Geschichte und Landeskunde: Blätter Goslar und Bad Lauterberg. Erläuterungsheft&#60;/cite&#62; (Hannover, 2014).","secondary"
"324","Petersen; Reitemeier 2015","Petersen, Niels; Reitemeier, Arnd (eds.), &#60;cite&#62;Regionalkarte zur Geschichte und Landeskunde: Blätter Braunschweig und Salzgitter. Erläuterungsheft&#60;/cite&#62; (Hannover, 2015)","secondary"
"326","Schwarzwälder 1995","Schwarzwälder, Herbert, &#60;cite&#62;Geschichte der Freien Hansestadt Bremen, Bd. 1. Von den Anfängen bis zur Franzosenzeit (1810)&#60;/cite&#62; (Bremen, 1995).",null
"328","Dannenberg, Schulze 1995","Dannenberg, Hans-Eckhard, and Heinz-Joachim Schulze (eds.), &#60;cite&#62;Geschichte des Landes zwischen Elbe und Weser, Bd. II: Mittelalter&#60;/cite&#62; (Stade, 1995).",null
"330","Schwarzwälder 2003","Schwarzwälder, Herbert, &#60;cite&#62;Das Große Bremen-Lexikon, Bd. 1: A-K&#60;/cite&#62; (Bremen, 2003: 2nd ed.).",null
"332","Peters 1962","Peters, Fritz, &#60;cite&#62;Freimarkt in Bremen. Geschichte eines Jahrmarkts&#60;/cite&#62; (Bremen, 1962).","secondary"
"334","Ehbrecht 1993","Ehbrecht, Ulrike, &#60;cite&#62;Die Befestigung der Stadt Duderstadt I. Mauer, Türme, Wall und Landwehr: Ergebnisse der archivalischen Forschung&#60;/cite&#62; (Duderstadt, 1993).",null
"336","Bachmann 1987","Bachmann, Elfriede, &#60;q&#62;Von den Anfängen bis 1866&#60;/q&#62;, in &#60;cite&#62;Bremervörde. Bilder aus der Geschichte einer Stadt&#60;/cite&#62; (Bremervörde, 1987), 11-129.",null
"338","Hauck 1992","Hauck, Maria, &#60;cite&#62;Geschichte des Dorfes Linden&#60;/cite&#62;, Beiträge zur Geschichte der Stadt Wolfenbüttel 5 (Wolfenbüttel, 1992).",null
"340","Brüning; Schmidt 1986","Brüning, Kurt; Schmidt, Heinrich (eds.), &#60;cite&#62;Handbuch der historischen Stätten Deutschlands, Bd. 2: Niedersachsen und Bremen&#60;/cite&#62; (Stüttgart, 1986: 2nd ed.)","secondary"
"342","Vienenburg 1985","Stadt Vienenburg ed., &#60;cite&#62;Vienenburg 50 Jahre Stadtrecht. Rückblick auf 50 Jahre Stadtgeschichte&#60;/cite&#62; (Vienenburg, 1985).",null
"344","Feldmann 1985","Feldmann, Hans, &#60;cite&#62;Baltisches historisches Ortslexikon, Teil I: Estland (einschließlich Nordlivland)&#60;/cite&#62;, ed. by Heinz von zur Mühlen (Cologne, Vienna, 1985).",null
"346","Allewelt 1975","Allewelt, Werner (ed.), &#60;cite&#62;Beschreibung des Amtes Wolfenbüttel von 1630&#60;/cite&#62;, Quellen zur Wirtschafts- und Sozialgeschichte Niedersachsens in der Neuzeit 3 (Hildesheim, 1975).","edition"
"348","Bockhorst 2008","Bockhorst, Wolfgang, &#60;q&#62;Friesoythe und Altenoythe in der Grafschaft Tecklenburg (bis 1400)&#60;/q&#62;, in &#60;cite&#62;Die Geschichte der Stadt Friesoythe&#60;/cite&#62;, ed. by Albrecht Eckhardt (Oldenburg, 2008), 41-68.",null
"350","Hoffmann 2008","Hoffmann, Christian, &#60;q&#62;Friesoythe als fürstbischoflich münsterische Landstadt bis zum Westfälischen Frieden (1400-1648)&#60;/q&#62;, in &#60;cite&#62;Die Geschichte der Stadt Friesoythe&#60;/cite&#62;, ed. by Albrecht Eckhardt (Oldenburg, 2008), 69-122.",null
"352","Baumann Sieve 2008","Baumann, Willi, and Peter Sieve, &#60;q&#62;Kurze Übersicht über die Geschichte der ehemals selbständigen Gemeinden (Ortschaften) und der einzelnen Bauerschaften bzw. Ortsteile der Stadt Friesoythe&#60;/q&#62;, in &#60;cite&#62;Die Geschichte der Stadt Friesoythe&#60;/cite&#62;, ed. by Albrecht Eckhardt (Oldenburg, 2008), 653-687.",null
"354","Kleinau 1968","Kleinau, Hermann, &#60;cite&#62;Geschichtliches Ortsverzeichnis des Landes Braunschweig&#60;/cite&#62;, Geschichtliches Ortsverzeichnis von Niedersachsen 2 (Hildesheim, 1968).",null
"358","Wiemann 1973","Wiemann, Harm, &#60;q&#62;Tausend Jahre aus der Geschichte 800-1823&#60;/q&#62;, in &#60;cite&#62;Leer. Gestern heute morgen&#60;/cite&#62;, ed. by F. J. Mueller (Leer, 1973), 25-63.",null
"360","Feldmann 1990","Feldmann, Hans, &#60;cite&#62;Baltisches historisches Ortslexikon, Teil II: Lettland (Südlivland und Kurland)&#60;/cite&#62;, ed. by Heinz von zur Mühlen (Cologne, Vienna, 1990)",null
"362","Bakker 1961","Bakker, Hermann, &#60;q&#62;Leer - eine Stadt am Wasser&#60;/q&#62;, in &#60;cite&#62;Land am Meer zwischen Marsch und Moor&#60;/cite&#62;, Beiträge zur Heimatkunde und Geschichte von Kreis und Stadt Leer (Leer, 1961), 37-49.",null
"364","Eimers 1993","Eimers, Enno, &#60;cite&#62;Kleine Geschichte der Stadt Leer&#60;/cite&#62; (Leer, 1993).",null
"366","Hamacher 1991","Hamacher, Josef, &#60;q&#62;Haselünne, Herzlake, Holte. Eine geschichtliche Betrachtung&#60;/q&#62;, &#60;cite&#62;Jahrbuch des emsländischen Heimatbundes&#60;/cite&#62; 37 (1991), 92-135.",null
"1274","Klaube 2011","Klaube, Manfred, &#60;cite&#62;Altenau und Torfhaus im Oberharz&#60;/cite&#62; (Bockenem, 2011)","secondary"
"368","Wiemann 1962","Wiemann, Harm, &#60;q&#62;Das Kreisgebiet bis zum Beginn der Neuzeit&#60;/q&#62;, in &#60;cite&#62;Heimatchronik des Kreises Leer&#60;/cite&#62; (Cologne, 1962), 49-78.",null
"370","Van den Heuvel 1985","Heuvel, Christine van den, &#60;q&#62;Burgmannen und Rat: Die politische Entwicklung Quakenbrücks von 1235 bis 1802&#60;/q&#62;, in &#60;cite&#62;Quakenbrück. Von der Grenzfestung zum Gewerbezentrum&#60;/cite&#62;, ed. by Horst-Rüdiger Jarck (Quakenbrück, 1985), 69-90.",null
"372","Hauptmeyer 1985","Hauptmeyer, Carl-Hans, &#60;q&#62;Zur Wirtschaftsgeschichte Quakenbrücks im 13. bis 16. Jahrhundert&#60;/q&#62;, in &#60;cite&#62;Quakenbrück. Von der Grenzfestung zum Gewerbezentrum&#60;/cite&#62;, ed. by Horst-Rüdiger Jarck (Quakenbrück, 1985), 176-186.",null
"374","Von Husen 1998","Husen, Ludger von, &#60;q&#62;Burgenbau und Fleckengründung&#60;/q&#62;, in &#60;cite&#62;Flecken Lemförde. Eine 750jährige Gemeinde zwischen Dümmer und Stemweder Berg&#60;/cite&#62;, ed. by Ludger von Husen and Horst Meyer (Diepholz, 1998), 11-19.",null
"376","Von Husen 1998","Husen, Ludger von, &#60;q&#62;Fleckenprivilegien und Bürgerordnung. Ein Streifzug durch die Rechtsverhältnisse der Lemförder Bürgerschaft im frühen 17. Jahrhundert&#60;/q&#62;, in &#60;cite&#62;Flecken Lemförde. Eine 750jährige Gemeinde zwischen Dümmer und Stemweder Berg&#60;/cite&#62;, ed. by Ludger von Husen and Horst Meyer (Diepholz, 1998), 37-48.",null
"378","Igel 2006","Igel, Karsten, &#60;q&#62;Vom Markt zur Stadt. Meppen vom Übergang an Münster bis zum 15. Jahrhundert&#60;/q&#62;, in &#60;cite&#62;Geschichte der Stadt Meppen&#60;/cite&#62; (Meppen, 2006), 67-96.",null
"380","Schipmann 2006","Schipmann, Johannes Ludwig, &#60;q&#62;Zwischen Selbständigkeit und Unterwerfung: Die politische und wirtschaftliche Entwicklung der Stadt von 1400 bis 1612&#60;/q&#62;, in &#60;cite&#62;Geschichte der Stadt Meppen&#60;/cite&#62; (Meppen, 2006), 97-126.","secondary"
"382","Diepenbrock 1962","Diepenbrock, J.B., &#60;cite&#62;Geschichte des vormaligen münsterschen Amtes Meppen&#60;/cite&#62; (Münster, 1885: unchanged reprint, 1962)",null
"384","Schöne 1985","Schöne, Armin, &#60;q&#62;Über Märkte und Marktrechte im Raum der alten Grafschaft Diepholz&#60;/q&#62;, &#60;cite&#62;Heimatblätter des Landkreises Diepholz&#60;/cite&#62; (1985), 45-57.",null
"386","Guttzeit 1982","Guttzeit, Emil Johannes, &#60;cite&#62;Geschichte der Stadt Diepholz, I. Teil: Von den Anfängen bis zum ersten Jahrzehnt des 17. Jahrhunderts&#60;/cite&#62; (Diepholz, 1982).",null
"388","Ehbrecht 1975","Ehbrecht, Wilfried, &#60;q&#62;Von Altenlingen nach Lingen: 975-1150&#60;/q&#62;, in &#60;cite&#62;Lingen 975-1975. Zur Genese eines Stadtprofils&#60;/cite&#62;, ed. by Wilfried Ehbrecht (Lingen, 1975), 18-27.",null
"390","Schulte 1975","Schulte, Paul-Günther, &#60;q&#62;De statu villae Linge - Die Stadt Lingen im Rahmen der Herrschaftsbildung der Grafen von Tecklenburg&#60;/q&#62;, in &#60;cite&#62;Lingen 975-1975.  Zur Genese eines Stadtprofils&#60;/cite&#62;, ed. by Wilfried Ehbrecht (Lingen, 1975), 28-41.",null
"392","Ehbrecht 1975","Ehbrecht, Wilfried, &#60;q&#62;Zur politischen, sozialen und wirtschaftlichen Entwicklung des tecklenburgischen Amtssitzes&#60;/q&#62;, in &#60;cite&#62;Lingen 975-1975. Zur Genese eines Stadtprofils&#60;/cite&#62;, ed. by Wilfried Ehbrecht (Lingen, 1975), 42-53.",null
"394","Abels 1927","Abels, Hermann, &#60;cite&#62;Die Ortsnamen des Emslandes in ihrer sprachlichen und kulturgeschichtlichen Bedeutung&#60;/cite&#62; (Paderborn, 1927).",null
"396","Ehbrecht 1979","Ehbrecht, Wilfried, &#60;q&#62;Das Privileg von 1379. Ein Beitrag zum Verhältnis Territorium und Stadt im spätmittelalterlichen Emsland&#60;/q&#62;, in &#60;cite&#62;Nordhorn. Beiträge zur 600jährigen Stadtgeschichte&#60;/cite&#62;, ed. by Clemens v. Looz-Corswarem and Michael Schmitt (Nordhorn, 1979), 35-53.",null
