"vnr";"maat";"st_maat"
"10016";"Støckerr";"Støcker"
"10017";"Støckes";"Støcker"
"10018";"Stockfad";"Stuckfad"
"10019";"Støckfade";"Stuckfad"
"10020";"Stockh";"Støcker"
"10021";"Støckh";"Støcker"
"10022";"Støckhe";"Støcker"
"10023";"Stockher";"Støcker"
"10024";"Støckher";"Støcker"
"10025";"Stockier";"Støcker"
"10026";"Støckier";"Støcker"
"10027";"Støckjer";"Støcker"
"10028";"Stockkanne";"Stechkanne"
"10029";"Støckker";"Støcker"
"10030";"Stockr";"Støcker"
"10031";"Støckr";"Støcker"
"10032";"Støck-r";"Støcker"
"10033";"Støckr.";"Støcker"
"10034";"Stoe Hundert";"Hundred, Store"
"10035";"Støecer";"Støcker"
"10036";"Stoech";"Støcker"
"10037";"Stoeche";"Støcker"
"10038";"Støeche";"Støcker"
"10039";"Stoecher";"Støcker"
"10040";"Støecher";"Støcker"
"10041";"Stoeck";"Støcker"
"10042";"Støeck";"Støcker"
"10043";"Stoecke";"Støcker"
"10044";"Støecke";"Støcker"
"10045";"Stoecker";"Støcker"
"10046";"Støecker";"Støcker"
"10047";"Støecker Fauffne";"Favn"
"10048";"Støeckers";"Støcker"
"10049";"Støeckher";"Støcker"
"10050";"Støeckler";"Støcker"
"10051";"Støeckr";"Støcker"
"10052";"Støeher";"Støcker"
"10053";"Støeke";"Støcker"
"10054";"Stoeker";"Støcker"
"10055";"Støeker";"Støcker"
"10056";"Støekker";"Støcker"
"10057";"Stoer emballirte kiste";"Kiste, Stoer emballirte"
"10058";"Stoer hunder";"Hundred, Store"
"10059";"Stoer hundere";"Hundred, Store"
"10060";"Stoer hunderede";"Hundred, Store"
"10061";"Stoer hundert";"Hundred, Store"
"10062";"Stoer hundre";"Hundred, Store"
"10063";"Stoer hundred";"Hundred, Store"
"10064";"Stoer Hundrede";"Hundred, Store"
"10065";"Stoer hundrit";"Hundred, Store"
"10066";"Stoer hundrite";"Hundred, Store"
"10067";"Stoer kister";"Kiste, Store"
"10068";"Stoer Kurff";"Kurv, Store"
"10069";"Stoer Lest";"Læst, Store"
"10070";"Støer lest";"Læst, Store"
"10071";"Stoer lester";"Læst, Store"
"10072";"Støer lester";"Læst, Store"
"10073";"Stoer packe";"Pakke, Store"
"10074";"Stoer parti";"Parti, Store"
"10075";"Stoer Secke";"Sæk, Store"
"10076";"Stoer Seckh";"Sæk, Store"
"10077";"Stoerbandt Lester";"Læst, Store"
"10078";"Stoerdt fadt";"Fad, Store"
"10079";"Stoerdt hundridt";"Hundred, Store"
"10080";"Stoerdt hundrit";"Hundred, Store"
"10081";"Stoere C.";"Hundred, Store"
"10082";"Stoere ct.";"Hundred, Store"
"10083";"Stoere hunder";"Hundred, Store"
"10084";"Stoere Hunderde";"Hundred, Store"
"10085";"Stoere hundert";"Hundred, Store"
"10086";"Stoere Hundre";"Hundred, Store"
"10087";"Stoere hundred";"Hundred, Store"
"10088";"Stoere hundrede";"Hundred, Store"
"10089";"Stoere Hundrett";"Hundred, Store"
"10090";"Stoere hundrit";"Hundred, Store"
"10091";"Stoere læster";"Læst, Store"
"10092";"Stoere Lest";"Læst, Store"
"10093";"Stoere lester";"Læst, Store"
"10094";"Støere Lester";"Læst, Store"
"10095";"Stoere Lestir";"Læst, Store"
"10096";"Stoere of smaa packer";"Pakke, Sma"
"10097";"Stoere of smaa packer";"Pakke, Store"
"10098";"Stoerer hundit";"Hundred, Store"
"10099";"Stoerer hundre";"Hundred, Store"
"10100";"Stoerer hundrit";"Hundred, Store"
"10101";"Stoerer lester";"Læst, Store"
"10102";"Støerer Lester";"Læst, Store"
"10103";"Stoeres Lester";"Læst, Store"
"10104";"Stoerhunder";"Hundred, Store"
"10105";"Stoerhundre";"Hundred, Store"
"10106";"Stoerlester";"Læst, Store"
"10107";"Støerre";"Læst, Store"
"10108";"Stoerre Hunder";"Hundred, Store"
"10109";"Stoerre hunderd";"Hundred, Store"
"10110";"Stoerre Hundred";"Hundred, Store"
"10111";"Støerre hundred";"Hundred, Store"
"10112";"Stoerre hundrede";"Hundred, Store"
"10113";"Stoerre hundridt";"Hundred, Store"
"10114";"Støerre hundridt";"Hundred, Store"
"10115";"Stoerre hundrit";"Hundred, Store"
"10116";"Stoerre læster";"Læst, Store"
"10117";"Støerre læster";"Læst, Store"
"10118";"Stoerre lester";"Læst, Store"
"10119";"Støerre Lester";"Læst, Store"
"10120";"Stoerre Lestir";"Læst, Store"
"10121";"Stoert hundred";"Hundred, Store"
"10122";"Stoert Hundrit";"Hundred, Store"
"10123";"Stoerthundrid";"Hundred, Store"
"10124";"Stoertt Hundred";"Hundred, Store"
"10125";"Stoertt Hundrede";"Hundred, Store"
"10126";"Stoet Hundrit";"Hundred, Store"
"10127";"Stoewe";
"10128";"Stof";"Stoof"
"10129";"Stof.";"Stoof"
"10130";"Stoff";"Stoof"
"10131";"Støffue";
"10132";"Støhe";"Støcker"
"10133";"Støher";"Støcker"
"10134";"Støhn";"Støcker"
"10135";"Stoicher";"Støcker"
"10136";"Stoicker";"Støcker"
"10137";"Støicker";"Støcker"
"10138";"Stoir packe";"Pakke, Store"
"10139";"Stoire Lestir";"Læst, Store"
"10140";"Stoirre Lestir";"Læst, Store"
"10141";"Stok";"Støcker"
"10142";"Støk";"Støcker"
"10143";"Stoke";"Støcker"
"10144";"Støke";"Støcker"
"10145";"Støken";"Støcker"
"10146";"Stoker";"Støcker"
"10147";"Støker";"Støcker"
"10148";"Stoker Lester";"Læst"
"10149";"Støker par";"Støcker"
"10150";"Støkers";"Støcker"
"10151";"Stokh";"Støcker"
"10152";"Stokh.";"Støcker"
"10153";"Støkh.";"Støcker"
"10154";"Stokher";"Støcker"
"10155";"Støkier";"Støcker"
"10156";"Støkke";"Støcker"
"10157";"Stokker";"Støcker"
"10158";"Støkker";"Støcker"
"10159";"Støkr";"Støcker"
"10160";"Støkr.";"Støcker"
"10161";"Stole";
"10162";"Ston";
"10163";"Stoøcher";"Støcker"
"10164";"Støock";"Støcker"
"10165";"Stoøcke";"Støcker"
"10166";"Støocker";"Støcker"
"10167";"Støøcker";"Støcker"
"10168";"Stoof";"Stoof"
"10169";"Stoop";"Stoop"
"10170";"Stor Ct.";"Hundred, Store"
"10171";"Stor Hondert";"Hundred, Store"
"10172";"Stor Hunder";"Hundred, Store"
"10173";"Stor hundert";"Hundred, Store"
"10174";"Stor hundred";"Hundred, Store"
"10175";"Stor Hundret";"Hundred, Store"
"10176";"Stor hundrit";"Hundred, Store"
"10177";"Stor hundrt";"Hundred, Store"
"10178";"Stor lest";"Læst, Store"
"10179";"Stor lester";"Læst, Store"
"10180";"Stor paecke";"Pakke, Store"
"10181";"Stor. Ct.";"Hundred, Store"
"10182";"Stor. hunder";"Hundred, Store"
"10183";"Storch.";"Støcker"
"10184";"Størcher";"Støcker"
"10185";"Storcker";"Støcker"
"10186";"Størcker";"Støcker"
"10187";"Store Baller";"Balle, Store"
"10188";"Store Ct.";"Hundred, Store"
"10189";"Støre Ct.";"Hundred, Store"
"10190";"Store fad";"Fad, Store"
"10191";"Støre fad";"Fad, Store"
"10192";"Store fade";"Fad, Store"
"10193";"Store hunder";"Hundred, Store"
"10194";"Støre hunder";"Hundred, Store"
"10195";"Store Hundere";"Hundred, Store"
"10196";"Store hunderr";"Hundred, Store"
"10197";"Store hundert";"Hundred, Store"
"10198";"Støre hundert";"Hundred, Store"
"10199";"Store hundre";"Hundred, Store"
"10200";"Store hundred";"Hundred, Store"
"10201";"Støre hundred";"Hundred, Store"
"10202";"Store hundrede";"Hundred, Store"
"10203";"Store hundrer";"Hundred, Store"
"10204";"Store hundrert";"Hundred, Store"
"10205";"Store Hundret";"Hundred, Store"
"10206";"Store hundrid";"Hundred, Store"
"10207";"Store hundried";"Hundred, Store"
"10208";"Store Hundrit";"Hundred, Store"
"10209";"Støre hundrit";"Hundred, Store"
"10210";"Store hunndred";"Hundred, Store"
"10211";"Store hunndredt";"Hundred, Store"
"10212";"Store Hunndrit";"Hundred, Store"
"10213";"Store kiister";"Kiste, Store"
"10214";"Store kister";"Kiste, Store"
"10215";"Store Korffue";"Kurv, Store"
"10216";"Store læster";"Læst, Store"
"10217";"Støre læster";"Læst, Store"
"10218";"Store laster";"Læst, Store"
"10219";"Store Lest";"Læst, Store"
"10220";"Store lest.";"Læst, Store"
"10221";"Store leste.";"Læst, Store"
"10222";"Store lester";"Læst, Store"
"10223";"Støre lester";"Læst, Store"
"10224";"Store och smae packer";"Pakke, Store"
"10225";"Store och smae packer";"Pakke, Sma"
"10226";"Store oxeh.";"Oksehovede, Store"
"10227";"Store Oxehoffer";"Oksehovede, Store"
"10228";"Store oxehov.";"Oksehovede, Store"
"10229";"Store seche";"Sæk, Store"
"10230";"Store secke";"Sæk, Store"
"10231";"Store secker";"Sæk, Store"
"10232";"Storehunderd";"Hundred, Store"
"10233";"Storehundert";"Hundred, Store"
"10234";"Storehundrit";"Hundred, Store"
"10235";"Storen";
"10236";"Storer hundred";"Hundred, Store"
"10237";"Storer hundrid";"Hundred, Store"
"10238";"Storer Lester";"Læst, Store"
"10239";"Stører lester";"Læst, Store"
"10240";"Storhund.";"Hundred, Store"
"10241";"Storhunder";"Hundred, Store"
"10242";"Storhundrede";"Hundred, Store"
"10243";"Storhundrid";"Hundred, Store"
"10244";"Storhundt";"Hundred, Store"
"10245";"Stork Hundrit";"Hundred, Store"
"10246";"Storker";"Støcker"
"10247";"Størker";"Støcker"
"10248";"Storr hunderde";"Hundred, Store"
"10249";"Storr Hundert";"Hundred, Store"
"10250";"Storr hundredr";"Hundred, Store"
"10251";"Storr Hundrit";"Hundred, Store"
"10252";"Storr hunndredt";"Hundred, Store"
"10253";"Storr lester";"Læst, Store"
"10254";"Storr lestir";"Læst, Store"
"10255";"Storre balle";"Balle, Store"
"10256";"Storre baller";"Balle, Store"
"10257";"Storre Hunderde";"Hundred, Store"
"10258";"Storre hundert";"Hundred, Store"
"10259";"Storre hundertt";"Hundred, Store"
"10260";"Storre Hundred";"Hundred, Store"
"10261";"Storre hundrede";"Hundred, Store"
"10262";"Storre Hundredt";"Hundred, Store"
"10263";"Storre Hundret";"Hundred, Store"
"10264";"Storre hundrett";"Hundred, Store"
"10265";"Storre Hundrit";"Hundred, Store"
"10266";"Større læster";"Læst, Store"
"10267";"Storre lest";"Læst, Store"
"10268";"Storre Lester";"Læst, Store"
"10269";"Større Lester";"Læst, Store"
"10270";"Storre lestir";"Læst, Store"
"10271";"Storre och smaa ringer";"Ring, Store och sma"
"10272";"Større og minder collys";"Colli, Store och minder"
"10273";"Storre sacke";"Sæk, Store"
"10274";"Storre Schock";"Skok, Store"
"10275";"Storre Secke";"Sæk, Store"
"10276";"Storre secker";"Sæk, Store"
"10277";"Storre Seker";"Sæk, Store"
"10278";"Størrker";"Støcker, Store"
"10279";"Stort hunder";"Hundred, Store"
"10280";"Stort hundert";"Hundred, Store"
"10281";"Stort hundre";"Hundred, Store"
"10282";"Stort hundred";"Hundred, Store"
"10283";"Stort hundret";"Hundred, Store"
"10284";"Stort Hundrit";"Hundred, Store"
"10285";"Storth.";"Hundred, Store"
"10286";"Storthund.";"Hundred, Store"
"10287";"Storthunder";"Hundred, Store"
"10288";"Storthundert";"Hundred, Store"
"10289";"Storthundr.";"Hundred, Store"
"10290";"Storthundre";"Hundred, Store"
"10291";"Storthundred";"Hundred, Store"
"10292";"Storthundrid";"Hundred, Store"
"10293";"Stortt";"Læst, Store"
"10294";"Stortt Hunder";"Hundred, Store"
"10295";"Stortt hundred";"Hundred, Store"
"10296";"Stortt hundrid";"Hundred, Store"
"10297";"Stortthudrid";"Hundred, Store"
"10298";"Stortthundrid";"Hundred, Store"
"10299";"Storttt Hundred";"Hundred, Store"
"10300";"Stortusende";"Tusinde, Store"
"10301";"Stoster";
"10302";"Stoucker";"Støcker"
"10303";"Stour qter";"Quardel, Store"
"10304";"Stoure hundride";"Hundred, Store"
"10305";"Stox";"Støcker"
"10306";"Støx";"Støcker"
"10307";"Stox anndeell";"En del"
"10308";"Støx.";"Støcker"
"10309";"Støxcker";"Støcker"
"10310";"Stp.";"Støcker"
"10311";"Stq";"Støcker"
"10312";"Stq.";"Støcker"
"10313";"Stqr";"Støcker"
"10314";"Stqr,";"Støcker"
"10315";"Stqr.";"Støcker"
"10316";"Str";"Støcker"
"10317";"St-r";"Støcker"
"10318";"Str,";"Støcker"
"10319";"Str.";"Støcker"
"10320";"St-r.";"Støcker"
"10321";"Straa";
"10322";"Straalsunsche Lester";"Læst, Stralsunds"
"10323";"Straelssundtske Lester";"Læst, Stralsunds"
"10324";"Straelssunske lest";"Læst, Stralsunds"
"10325";"Straelsundiske lest.";"Læst, Stralsunds"
"10326";"Straelsundske lester";"Læst, Stralsunds"
"10327";"Straelsundts Lester";"Læst, Stralsunds"
"10328";"Straelsundtse lester";"Læst, Stralsunds"
"10329";"Strallsundis Lester";"Læst, Stralsunds"
"10330";"Strallsundishe Lester";"Læst, Stralsunds"
"10331";"Strallsundsche lester";"Læst, Stralsunds"
"10332";"Stribber";
"10333";"Stricker";"Støcker"
"10334";"Strk.";"Støcker"
"10335";"Strøcker";"Støcker"
"10336";"Strøecker";"Støcker"
"10337";"Strqr.";"Støcker"
"10338";"Sts.";"Støcker"
"10339";"Stsr.";"Støcker"
"10340";"Sttucker";"Støcker"
"10341";"Stube";
"10342";"Stuch";"Støcker"
"10343";"Stuch.";"Støcker"
"10344";"Stuche";"Støcker"
"10345";"Stucher";"Støcker"
"10346";"Stuchre";"Støcker"
"10347";"Stuchuer";"Støcker"
"10348";"Stuck";"Støcker"
"10351";"Stuck.";"Støcker"
"10352";"Stucke";"Støcker"
"10353";"Stucken";"Støcker"
"10354";"Stuckene";"Støcker"
"10355";"Stuckenn";"Støcker"
"10356";"Stucker";"Støcker"
"10357";"Stuckern";"Støcker"
"10358";"Stuckes";"Støcker"
"10359";"Stuckfade";"Stuckfad"
"10360";"Stuckfarde";"Stuckfad"
"10361";"Stuckh";"Støcker"
"10362";"Stuckj";"Støcker"
"10363";"Stuckker";"Støcker"
"10364";"Stucks";"Støcker"
"10365";"Stuckter";"Støcker"
"10366";"Stuecke";"Støcker"
"10367";"Stuecker";"Støcker"
"10368";"Stuerer Lester";"Læst, Store"
"10369";"Stufuer";
"10370";"Stufver";"Støcker"
"10371";"Stuk";"Støcker"
"10372";"Stuk.";"Støcker"
"10373";"Stukcer";"Støcker"
"10374";"Stuke";"Støcker"
"10375";"Stuker";"Støcker"
"10376";"Stukjer";"Støcker"
"10377";"Stukk.";"Støcker"
"10378";"Stukker";"Støcker"
"10379";"Stuks";"Støcker"
"10380";"Stumper";
"10381";"Stuoere Lester";"Læst, Store"
"10382";"Stuore lester";"Læst, Store"
"10383";"Stuorre Lester";"Læst, Store"
"10384";"Stuver";"Støcker"
"10385";"Stux";"Støcker"
"10386";"Stuycker";"Støcker"
"10387";"Stuyckeri";"Støcker"
"10388";"Stx";"Støcker"
"10389";"Stx och fade";"Fad"
"10390";"Stx och fade";"Støcker"
"10391";"Stx.";"Støcker"
"10392";"Stxe";"Støcker"
"10393";"Stxe.";"Støcker"
"10394";"Stxr";"Støcker"
"10395";"Stxr.";"Støcker"
"10396";"Stxr. 2/2";"Støcker"
"10397";"Stxr. Piber Fadde Secher Txr. etc.";"Støcker"
"10398";"Stxr. Piber Fadde Secher Txr. etc.";"Pibe"
"10399";"Stxr. Piber Fadde Secher Txr. etc.";"Fad"
"10400";"Stxr. Piber Fadde Secher Txr. etc.";"Sæk"
"10401";"Stxr. Piber Fadde Secher Txr. etc.";"Tønde"
"10402";"Stxs.";"Støcker"
"10403";"Stxxr.";"Støcker"
"10404";"Stycccker";"Støcker"
"10405";"Styccke";"Støcker"
"10406";"Styccken";"Støcker"
"10407";"Styccker";"Støcker"
"10408";"Stych fader";"Støcker"
"10409";"Styche";"Støcker"
"10410";"Stycher";"Støcker"
"10411";"Stychr";"Støcker"
"10412";"Stychr.";"Støcker"
"10413";"Styck";"Støcker"
"10414";"Stycke";"Støcker"
"10415";"Stycken";"Støcker"
"10416";"Stycker";"Støcker"
"10417";"Styckr.";"Støcker"
"10418";"Styddker";"Støcker"
"10419";"Styecher";"Støcker"
"10420";"Styecke";"Støcker"
"10421";"Styecker";"Støcker"
"10422";"Styeher";"Støcker"
"10423";"Styer.";"Støcker"
"10424";"Styger";"Støcker"
"10425";"Styk";"Støcker"
"10426";"Styk.";"Støcker"
"10427";"Styker";"Støcker"
"10428";"Stykk.";"Støcker"
"10429";"Stykke";"Støcker"
"10430";"Stykker";"Støcker"
"10431";"Stykkere";"Støcker"
"10432";"Stykket";"Støcker"
"10433";"Stykkker";"Støcker"
"10434";"Stykr.";"Støcker"
"10435";"Styr";"Støcker"
"10436";"Styr.";"Støcker"
"10437";"Stytkker";"Støcker"
"10438";"Styver";"Støcker"
"10439";"Styycker";"Støcker"
"10440";"Sucher";"Støcker"
"10441";"Sucke";"Støcker"
"10442";"Sucker";"Støcker"
"10443";"Sucker kiste";"Kiste"
"10444";"Suedisk lester";"Læst, Suedisk"
"10445";"Suediske Lester";"Læst, Suedisk"
"10446";"Suensche daller";
"10447";"Suese Læster";"Læst, Suese"
"10448";"Sx.";"Støcker"
"10449";"Syntener";"Centner"
"10450";"Synttener";"Centner"
"10451";"Syvende boot";"Botte, Syvende"
"10452";"T";"Ton"
"10453";"T.";"Tønde"
"10454";"T. der";"Tønde"
"10455";"T.de";"Tønde"
"10456";"T.der";"Tønde"
"10457";"T.dr";"Tønde"
"10458";"T.r";"Tønde"
"10459";"Tælle";"Tal"
"10460";"Takker";
"10461";"Tal.";"Tal"
"10462";"Tall";"Tal"
"10463";"Tander";"Tønde"
"10464";"Tar.";"Tønde"
"10465";"Tarsses";"Tierce"
"10466";"Taschen";
"10467";"Tascher";
"10468";"Tchetsv.";"Chetvert"
"10469";"Tchetsverts";"Chetvert"
"10470";"Tchetsw.";"Chetvert"
"10471";"Tchetswerts";"Chetvert"
"10472";"Tchetverck";"Chetvert"
"10473";"Tchetverts";"Chetvert"
"10474";"Tchetw.";"Chetvert"
"10475";"Tchetwert";"Chetvert"
"10476";"Tchetwerts";"Chetvert"
"10477";"Tchetwt.";"Chetvert"
"10478";"Tchetwts.";"Chetvert"
"10479";"Tchtw.";"Chetvert"
"10480";"Tchtwerck.";"Chetvert"
"10481";"Tchtwerts.";"Chetvert"
"10482";"Tchtwets.";"Chetvert"
"10483";"Tchwerck.";"Chetvert"
"10484";"Td";"Tønde"
"10485";"Td.";"Tønde"
"10486";"Tde";"Tønde"
"10487";"Tde.";"Tønde"
"10488";"Tde. och fade";"Tønde"
"10489";"Tde. och fade";"Fad"
"10490";"Tde. Woger";"Vog"
"10491";"Tder";"Tønde"
"10492";"Tder.";"Tønde"
"10493";"Tdner";"Tønde"
"10494";"Tdner.";"Tønde"
"10495";"Tdnn";"Tønde"
"10496";"Tdnn.";"Tønde"
"10497";"Tdnr";"Tønde"
"10498";"Tdnr.";"Tønde"
"10499";"Tdr";"Tønde"
"10500";"Tdr.";"Tønde"
"10503";"Tdre.";"Tønde"
"10504";"Tdver";"Tønde"
"10505";"Tdx.";"Tønde"
"10506";"Te";"Tønde"
"10507";"T-e";"Tønde"
"10508";"Te nr";"Tønde"
"10509";"Te,.";"Tønde"
"10510";"Te.";"Tønde"
"10511";"Te. de";"Tønde"
"10512";"Te. der";"Tønde"
"10513";"Te. dr.";"Tønde"
"10514";"Te. eller skippund";"Skippund"
"10515";"Te. eller skippund";"Tønde"
"10516";"Te. ner";"Tønde"
"10517";"Te. ner och fadde";"Tønde"
"10518";"Te. ner och fadde";"Fad"
"10519";"Te. och fadde";"Tønde"
"10520";"Te. och fadde";"Fad"
"10521";"Te.de";"Tønde"
"10522";"Te.der";"Tønde"
"10523";"Te.dr";"Tønde"
"10524";"Te.ne";"Tønde"
"10525";"Te.ner";"Tønde"
"10526";"Te.nr";"Tønde"
"10527";"Te.og fadde";"Tønde"
"10528";"Te.og fadde";"Fad"
"10529";"Ted.";"Tønde"
"10530";"Tede.";"Tønde"
"10531";"Teder";"Tønde"
"10532";"Tedr.";"Tønde"
"10533";"Telester";"Toelast"
"10534";"Teltstocke";
"10535";"Tener.";"Tønde"
"10536";"Tenn.";"Tønde"
"10537";"Ter";"Tønde"
"10538";"Ter.";"Tønde"
"10539";"Ter. or Faeder";"Tønde"
"10540";"Ter. or Faeder";"Fad"
"10541";"Terdz";"Tierce"
"10542";"Terer";"Tønde"
"10543";"Terschen";"Tierce"
"10544";"Terse";"Tierce"
"10545";"Terser";"Tierce"
"10546";"Tersers";"Tierce"
"10547";"Terses";"Tierce"
"10548";"Tersses";"Tierce"
"10549";"Terssies";"Tierce"
"10550";"Terssis";"Tierce"
"10551";"Terssjen";"Tierce"
"10552";"Terssjenn";"Tierce"
"10553";"Terter";"Tierce"
"10554";"Tertie";"Tierce"
"10555";"Terties";"Tierce"
"10556";"Tertz";"Tierce"
"10557";"Tertzie";"Tierce"
"10558";"Tes";"Tønde"
"10559";"Teter";"Tylt"
"10560";"Tetr.";"Tylt"
"10561";"Th";"Tønde"
"10562";"Th.";"Tønde"
"10563";"Th. eller woger";"Tønde"
"10564";"Th. eller woger";"Vog"
"10565";"Th..r";"Tønde"
"10566";"Th.der";"Tønde"
"10567";"Th.ne";"Tønde"
"10568";"Th.ner";"Tønde"
"10569";"Th.nner";"Tønde"
"10570";"Th.nr";"Tønde"
"10571";"Th.r";"Tønde"
"10572";"Th.-r";"Tønde"
"10573";"Th.t";"Tønde"
"10574";"Thalltter";"Tylt"
"10575";"Thammid";"Tremet"
"10576";"Thd";"Tønde"
"10577";"Thd.";"Tønde"
"10578";"Thde.";"Tønde"
"10579";"Thder.";"Tønde"
"10580";"Thdr.";"Tønde"
"10581";"The";"Tønde"
"10582";"Th-e";"Tønde"
"10583";"The.";"Tønde"
"10584";"Thed.";"Tønde"
"10585";"Theers";"Tierce"
"10586";"Themmer";"Tønde"
"10587";"Theøndr";"Tønde"
"10588";"Ther";"Tønde"
"10589";"Th-er";"Tønde"
"10590";"Ther.";"Tønde"
"10591";"Therdtz";"Tierce"
"10592";"Therser";"Tierce"
"10593";"Therss";"Tierce"
"10594";"Thersse";"Tierce"
"10595";"Thertz";"Tierce"
"10596";"Thetsv.";"Tierce"
"10597";"Thetswerts";"Chetvert"
"10598";"Thetv.";"Chetvert"
"10599";"Theusende";"Tusinde"
"10600";"Theylter";"Tylt"
"10601";"Thieltter";"Tylt"
"10602";"Thiend";"Tønde"
"10603";"Thierritt";
"10604";"Thiers";"Tierce"
"10605";"Thijbe";
"10606";"Thijl.";"Tylt"
"10607";"Thijllcher";"Tylt"
"10608";"Thijllther";"Tylt"
"10609";"Thijlt";"Tylt"
"10610";"Thijlter";"Tylt"
"10611";"Thijlther";"Tylt"
"10612";"Thijltter";"Tylt"
"10613";"Thijmmer";"Zimmer"
"10614";"Thijnnder";"Tønde"
"10615";"Thijnner";"Tønde"
"10616";"Thil.";"Tylt"
"10617";"Thillter";"Tylt"
"10618";"Thilter";"Tylt"
"10619";"Thilther";"Tylt"
"10620";"Thiltter";"Tylt"
"10621";"Thimmer";"Zimmer"
"10622";"Th-iner";"Tønde"
"10623";"Thinne";
"10624";"Thiyltter";"Tylt"
"10625";"Thnd.";"Tønde"
"10626";"Thnder";"Tønde"
"10627";"Thndr.";"Tønde"
"10628";"Th-ne";"Tønde"
"10629";"Thne.";"Tønde"
"10630";"Thner";"Tønde"
"10631";"Th-ner";"Tønde"
"10632";"Thner.";"Tønde"
"10633";"Th-nne";"Tønde"
"10634";"Thnner";"Tønde"
"10635";"Th-nner";"Tønde"
"10636";"Thnr.";"Tønde"
"10637";"Tho.";"Tønde"
"10638";"Thoelaest";"Toelast"
"10639";"Thøelaest";"Toelast"
"10640";"Thoelæster";"Toelast"
"10641";"Thoelaester";"Toelast"
"10642";"Thøelaester";"Toelast"
"10643";"Thoelast";"Toelast"
"10644";"Thoelasten";"Toelast"
"10645";"Thoelaster";"Toelast"
"10646";"Thoelffter";"Tylt"
"10647";"Thøelffter";"Tylt"
"10648";"Thoelft";"Tylt"
"10649";"Thøelter";"Tylt"
"10650";"Thøelther";"Tylt"
"10651";"Thøeltter";"Tylt"
"10652";"Thøeltther";"Tylt"
"10653";"Thoember";"Tønde"
"10654";"Thøember";"Tønde"
"10655";"Thoend";"Tønde"
"10656";"Thøend";"Tønde"
"10657";"Thoend.";"Tønde"
"10658";"Thøend.";"Tønde"
"10659";"Thoende";"Tønde"
"10660";"Thøende";"Tønde"
"10661";"Thøende.";"Tønde"
"10662";"Thoender";"Tønde"
"10663";"Thøender";"Tønde"
"10664";"Thøender groodt";"Tønde, Groodt"
"10665";"Thoendr";"Tønde"
"10666";"Thøendr";"Tønde"
"10667";"Thøendr och Lest";"Tønde"
"10668";"Thøendr och Lest";"Læst"
"10669";"Thoendr.";"Tønde"
"10670";"Thøendr.";"Tønde"
"10671";"Thøendt";"Tønde"
"10672";"Thøendt.";"Tønde"
"10673";"Thøendter";"Tønde"
"10674";"Thoener";"Tønde"
"10675";"Thøener";"Tønde"
"10676";"Thøenker";"Tønde"
"10677";"Thøenn";"Tønde"
"10678";"Thøennckens";"Tønde"
"10679";"Thøennd.";"Tønde"
"10680";"Thoennder";"Tønde"
"10681";"Thøennder";"Tønde"
"10682";"Thøenndr.";"Tønde"
"10683";"Thøenne";"Tønde"
"10684";"Thøennekens";"Tønde"
"10685";"Thoenner";"Tønde"
"10686";"Thøenner";"Tønde"
"10687";"Thøennerkens";"Tønde"
"10688";"Thøenr";"Tønde"
"10689";"Thøer";"Tønde"
"10690";"Thøimer";"Tønde"
"10691";"Thoine";"Tønde"
"10692";"Thoiner";"Tønde"
"10693";"Thøiner";"Tønde"
"10694";"Thoinne";"Tønde"
"10695";"Thøinne";"Tønde"
"10696";"Thoinner";"Tønde"
"10697";"Thøinner";"Tønde"
"10698";"Tholaest";"Toelast"
"10699";"Tholaist";"Toelast"
"10700";"Tholast";"Toelast"
"10701";"Tholaster";"Toelast"
"10702";"Tholbergs fader";"Fad, Tholberg"
"10703";"Thøld";
"10704";"Tholeist";"Toelast"
"10705";"Thøler";
"10706";"Tholest";"Toelast"
"10707";"Tholester";"Toelast"
"10708";"Thølffter";"Tylt"
"10709";"Tholfter";"Tylt"
"10710";"Tholker";"Tylt"
"10711";"Thølker";"Tylt"
"10712";"Thollast";"Toelast"
"10713";"Thølld";"Tylt"
"10714";"Thøller";"Tylt"
"10715";"Tholltt";"Tylt"
"10716";"Thølltt";"Tylt"
"10717";"Thølltter";"Tylt"
"10718";"Tholofter";"Toelast"
"10719";"Thølt";"Tylt"
"10720";"Tholter";"Tylt"
"10721";"Thølter";"Tylt"
"10722";"Tholther";"Tylt"
"10723";"Thølther";"Tylt"
"10724";"Thøltter";"Tylt"
"10725";"Thømbed";"Tommer"
"10726";"Thømber";"Tommer"
"10727";"Thome";"Tommer"
"10728";"Thøme";"Tommer"
"10729";"Thomer";"Tommer"
"10730";"Thømer";"Tommer"
"10731";"Thomme";"Tommer"
"10732";"Thømme";"Tommer"
"10733";"Thomme kister";"Kiste, Thomme"
"10734";"Thommer";"Tommer"
"10735";"Thømmer";"Tommer"
"10736";"Thømner";"Tommer"
"10737";"Thøn";"Tønde"
"10738";"Thøn-";"Tønde"
"10739";"Thønckens";"Tønde"
"10740";"Thond";"Tønde"
"10741";"Thønd";"Tønde"
"10742";"Thønd-";"Tønde"
"10743";"Thond.";"Tønde"
"10744";"Thønd.";"Tønde"
"10745";"Thonde";"Tønde"
"10746";"Thønde";"Tønde"
"10747";"Thønde.";"Tønde"
"10748";"Thønden";"Tønde"
"10749";"Thonder";"Tønde"
"10750";"Thønder";"Tønde"
