"jaar","rolnr","snr","scnr_begin","scnr_eind","tekst","snaam","twee_op_een","sectienr"
"0","263","2","156","192","Franske, Hamborger, Russiske, Spanske, Colberger, Caminer og Rostocker skibe","Frandske, Hamborger, Russiske, Spanske, Colberger, Caminer, Rostocker","nee","26302"
"0","263","3","193","398","Stor Brittaniske skibe","Stor Brittaniske","nee","26303"
"0","263","4","399","587","Svenske skibe","Svenske","nee","26304"
"0","264","1","4","118","Danske og Norske skibe","Danske, Norske","nee","26401"
"0","264","2","119","124","Preusiske, Portugisiske, Lybske, Dantziger, Embder og Bremer samt andre ufrie skibe","Preussiske, Portugiser, Lubecker, Dantziger, Embder, Bremer etc.","nee","26402"
"0","264","3","125","290","Hollandske skibe","Hollandske","nee","26403"
"0","264","4","291","471","Preusiske, Portugisiske, Lybske, Dantziger, Embder og Bremer samt andre ufrie skibe","Preussiske, Portugiser, Lubecker, Dantziger, Embder, Bremer etc.","nee","26404"
"0","264","5","472","515","Franske, Hamborger, Russiske, Spanske, Colberger, Caminer og Rostocker skibe","Frandske, Hamborger, Russiske, Spanske, Colberger, Caminer, Rostocker","nee","26405"
"0","264","6","516","626","Stor Brittaniske skibe","Stor Brittaniske","nee","26406"
"0","265","1","3","122","Stor Brittaniske skibe","Stor Brittaniske","nee","26501"
"0","265","2","123","229","Svenske skibe","Svenske","nee","26502"
"0","265","3","230","327","Danske og Norske skibe","Danske, Norske","nee","26503"
"0","265","4","328","333","Hollandske skibe","Hollandske","nee","26504"
"0","265","5","334","505","Hollandske skibe","Hollandske","nee","26505"
"0","265","6","505","625","Preusiske, Portugisiske, Lybske, Dantziger, Embder og Bremer samt andre ufrie skibe","Preussiske, Portugiser, Lubecker, Dantziger, Embder, Bremer etc.","nee","26506"
"0","266","1","3","57","Preusiske, Portugisiske, Lybske, Dantziger, Embder og Bremer samt andre ufrie skibe","Preussiske, Portugiser, Lubecker, Dantziger, Embder, Bremer etc.","nee","26601"
"0","266","2","65","105","Franske, Hamborger, Russiske, Spanske, Colberger, Caminer, og Rostocker skibe","Frandske, Hamborger, Russiske, Spanske, Colberger, Caminer, Rostocker","nee","26602"
"0","266","3","106","342","Stor Brittaniske skibe","Stor Brittaniske","nee","26603"
"0","266","4","343","357","Svenske skibe","Svenske","nee","26604"
"0","266","5","358","381","Stor Brittaniske skibe","Stor Brittaniske","nee","26605"
"0","266","6","382","482","Danske og Norske skibe","Danske, Norske","nee","26606"
"0","266","8","482","651","Hollandske skibe","Hollandske","nee","26608"
"0","267","1","3","4","Hollandske skibe","Hollandske","nee","26701"
"0","267","2","4","153","Preusiske, Portugisiske, Lybske, Dantziger, Embder og Bremer, samt andre ufrie skibe","Preussiske, Portugiser, Lubecker, Dantziger, Embder, Bremer etc.","nee","26702"
"0","267","3","154","178","Danske og Norske skibe","Danske, Norske","nee","26703"
"0","267","4","179","188","Hollandske skibe","Hollandske","nee","26704"
"0","267","5","189","232","Franske, Hamborger, Russiske, Spanske, Colberger, Caminer og Rostocker skibe","Frandske, Hamborger, Russiske, Spanske, Colberger, Caminer, Rostocker","nee","26705"
"0","267","6","233","489","Stor Brittaniske skibe","Stor Brittaniske","nee","26706"
"0","267","7","489","529","Svenske skibe","Svenske","nee","26707"
"0","267","8","530","544","Stor Brittaniske skibe","Stor Brittaniske","nee","26708"
"0","267","9","545","637","Danske og Norske skibe","Danske, Norske","nee","26709"
"0","267","10","638","649","Hollandske skibe","Hollandske","nee","26710"
"0","268","1","3","130","Hollandske skibe","Hollandske","nee","26801"
"0","268","2","131","271","Preusiske, Portugisiske, Lubske, Dantziger, Embder og Bremer, samt andre ufrie skibe","Preussiske, Portugiser, Lubecker, Dantziger, Embder, Bremer etc.","nee","26802"
"0","268","3","272","312","Franske, Hamborger, Russiske, Spanske, Colberger, Caminer, og Rostocker skibe","Frandske, Hamborger, Russiske, Spanske, Colberger, Caminer, Rostocker","nee","26803"
"0","268","4","313","545","Stor Brittaniske skibe","Stor Brittaniske","nee","26804"
"0","268","5","546","652","Svenske skibe","Svenske","nee","26805"
"0","269","1","3","41","Svenske skibe","Svenske","nee","26901"
"0","269","2","42","147","Danske og Norske skibe","Danske, Norske","nee","26902"
"0","269","3","148","151","Hollandske skibe","Hollandske","nee","26903"
"0","269","4","152","321","Hollandske skibe","Hollandske","nee","26904"
"0","269","5","322","490","Preusiske, Portugisiske, Lybske, Dantziger, Embder og Bremer samt andre ufrie skibe","Preussiske, Portugiser, Lubecker, Dantziger, Embder, Bremer etc.","nee","26905"
"0","269","6","491","526","Franske, Hamborger, Rusiske, Spanske, Colberger, Caminer, og Rostocker skibe","Frandske, Hamborger, Russiske, Spanske, Colberger, Caminer, Rostocker","nee","26906"
"0","269","7","527","539","Stor Brittaniske skibe","Stor Brittaniske","nee","26907"
"0","269","8","540","640","Stor Brittaniske skibe","Stor Brittaniske","nee","26908"
"0","270","1","3","163","Stor Brittaniske skibe","Stor Brittaniske","nee","27001"
"0","270","2","163","317","Svenske skibe","Svenske","nee","27002"
"0","270","3","318","430","Danske og Norske skibe","Danske, Norske","nee","27003"
"0","270","4","431","508","Hollandske skibe","Hollandske","nee","27004"
"0","270","5","509","652","Preusiske, Portugisiske, Lybske, Dantziger, Embder og Bremer samt andre ufrie skibe","Preussiske, Portugiser, Lubecker, Dantziger, Embder, Bremer etc.","nee","27005"
"0","271","1","4","30","Franske, Hamborger, Rusiske, Spanske, Colberger, Caminer, og Rostocker skibe","Frandske, Hamborger, Russiske, Spanske, Colberger, Caminer, Rostocker","nee","27101"
"0","271","2","31","238","Stor Brittaniske skibe","Stor Brittaniske","nee","27102"
"0","271","3","239","243","Svenske skibe","Svenske","nee","27103"
"0","271","4","244","401","Svenske skibe","Svenske","nee","27104"
"0","271","5","402","530","Danske og Norske skibe","Danske, Norske","nee","27105"
"0","271","6","531","630","Hollandske skibe","Hollandske","nee","27106"
"0","272","1","5","159","Preusiske, Portugisiske, Lybske, Dantziger, Embder og Bremer, samt andre ufrie skibe","Preussiske, Portugiser, Lubecker, Dantziger, Embder, Bremer etc.","nee","27201"
"0","272","2","160","185","Franske, Hamborger, Russiske, Spanske, Colberger, Caminer, og Rostocker skibe","Frandske, Hamborger, Russiske, Spanske, Colberger, Caminer, Rostocker","nee","27202"
"0","272","3","186","410","Stor Brittaniske skibe","Stor Brittaniske","nee","27203"
"0","272","4","411","421","Svenske skibe","Svenske","nee","27204"
"0","272","5","422","590","Svenske skibe","Svenske","nee","27205"
"0","273","1","4","130","Danske og Norske skibe","Danske, Norske","nee","27301"
"0","273","2","131","133","Hollandske skibe","Hollandske","nee","27302"
"0","273","3","134","134","Preusiske, Portugisiske, Lybske, Dantziger, Embder, Bremer, samt andre ufrie skibe","Preussiske, Portugiser, Lubecker, Dantziger, Embder, Bremer etc.","nee","27303"
"0","273","4","135","285","Preusiske, Portugisiske, Lybske, Dantziger, Embder, Bremer, samt andre ufrie skibe","Preussiske, Portugiser, Lubecker, Dantziger, Embder, Bremer etc.","nee","27304"
"0","273","5","286","304","Franske, Hamborger, Russiske, Spanske, Colberger, Caminer og Rostocker skibe","Frandske, Hamborger, Russiske, Spanske, Colberger, Caminer, Rostocker","nee","27305"
"0","273","6","305","473","Stor Brittaniske skibe","Stor Brittaniske","nee","27306"
"0","273","7","474","640","Svenske skibe","Svenske","nee","27307"
"0","274","1","4","142","Danske og Norske skibe","Danske, Norske","nee","27401"
"0","274","2","142","143","Hollandske skibe","Hollandske","nee","27402"
"0","274","3","144","164","Danske og Norske skibe","Danske, Norske","nee","27403"
"0","274","4","165","242","Preusiske, Portugisiske, Lybske, Dantziger, Embder og andre ufrie skibe","Preussiske, Portugiser, Lubecker, Dantziger, Embder etc.","nee","27404"
"0","274","5","243","420","Preusiske, Portugisiske, Lybske, Dantziger, Embder og Bremer, samt andre ufrie skibe","Preussiske, Portugiser, Lubecker, Dantziger, Embder, Bremer etc.","nee","27405"
"0","274","6","421","446","Franske, Hamborger, Russiske, Spanske, Colberger, Camminer, og Rostocker skibe","Frandske, Hamborger, Russiske, Spanske, Colberger, Caminer, Rostocker","nee","27406"
"0","274","7","447","643","Stor Brittaniske skibe","Stor Brittaniske","nee","27407"
"0","275","1","3","46","Stor Brittaniske skibe","Stor Brittaniske","nee","27501"
"0","275","2","46","219","Svenske skibe","Svenske","nee","27502"
"0","275","3","220","246","Stor Brittaniske skibe","Stor Brittaniske","nee","27503"
"0","275","4","247","375","Danske og Norske skibe","Danske, Norske","nee","27504"
"0","275","5","378","380","Hollandske skibe","Hollandske","nee","27505"
"0","275","6","381","406","Preusiske, Portugiske, Lybecker, Dantziger, Embder og Bremer, samt andre ufrie skibe","Preusiske, Portugiske, Lybecker, Dantziger, Embder, Bremer etc.","nee","27506"
"0","275","7","407","587","Preusiske, Portugiske, Lybecker, Dantziger, Embder og Bremer, samt andre ufrie skibe","Preussiske, Portugiser, Lubecker, Dantziger, Embder, Bremer etc.","nee","27507"
"0","275","8","588","615","Franske, Hamborger, Rusiske, Spanske, Colberger, Caminer og Rostocker skibe","Frandske, Hamborger, Russiske, Spanske, Colberger, Caminer, Rostocker","nee","27508"
"0","275","9","616","638","Stor Brittaniske skibe","Stor Brittaniske","nee","27509"
"0","276","1","3","164","Stor Brittaniske skibe","Stor Brittaniske","nee","27601"
"0","276","2","165","174","Svenske skibe","Svenske","nee","27602"
"0","276","3","175","368","Swenske skibe","Svenske","nee","27603"
"0","276","4","369","521","Danske og Norske skibe","Danske, Norske","nee","27604"
"0","276","5","522","718","Preusiske, Portugisiske, Lybske, Dantziger, Embder, Bremmer samt andre ufrie skibe","Preussiske, Portugiser, Lubecker, Dantziger, Embder, Bremer etc.","nee","27605"
"0","277","1","3","24","Franske, Hamborger, Russiske, Spanske, Colberger, Caminer, og Rostocker skibe","Frandske, Hamborger, Russiske, Spanske, Colberger, Caminer, Rostocker","nee","27701"
"0","277","2","25","285","Stor Brittaniske skibe","Stor Brittaniske","nee","27702"
"0","277","3","285","286","Svenske skibe","Svenske","nee","27703"
"0","277","4","287","478","Svenske skibe","Svenske","nee","27704"
"0","277","5","479","488","Stor Brittaniske skibe","Stor Brittaniske","nee","27705"
"0","278","1","4","126","Danske og Norske skibe","Danske, Norske","nee","27801"
"0","278","2","127","318","Preusiske, Portugisiske, Lybske, Dantziger, Embder og Bremer, samt andre ufrie skibe","Preussiske, Portugiser, Lubecker, Dantziger, Embder, Bremer etc.","nee","27802"
"0","278","3","319","335","Franske, Hamborger, Rusziske, Spanske, Colberger, Caminer, og Rostocker skibe","Frandske, Hamborger, Russiske, Spanske, Colberger, Caminer, Rostocker","nee","27803"
"0","278","4","336","552","Stor Brittaniske skibe","Stor Brittaniske","nee","27804"
"0","278","5","553","702","Svenske skibe","Svenske","nee","27805"
"0","279","1","4","122","Danske og Norske skibe","Danske, Norske","nee","27901"
"0","279","2","123","333","Preusiske, Portugisiske, Lybske, Dantziger, Embder og Bremer, sampt andre ufrie skibe","Preussiske, Portugiser, Lubecker, Dantziger, Embder, Bremer etc.","nee","27902"
"0","279","3","334","360","Franske, Hamborger, Rusziske, Spanske, Colberger, Caminer og Rostocker skibe","Frandske, Hamborger, Russiske, Spanske, Colberger, Caminer, Rostocker","nee","27903"
"0","279","4","361","559","Stor Brittanniske skibe","Stor Brittaniske","nee","27904"
"0","280","1","6","173","Svenske skibe","Svenske","nee","28001"
"0","280","2","174","280","Danske og Norske skibe","Danske, Norske","nee","28002"
"0","280","3","283","285","Preusiske, Portogisiske, Lubecker, Dantziger, Embder og Bremer sampt andre ufrie skibe","Preusiske, Portogisiske, Lubecker, Dantziger, Embder, Bremer, etc.","nee","28003"
"0","280","4","288","526","Preusiske, Portogisiske, Lybske, Danziger, Embder og Bremer sampt andre ufrie skibe","Preussiske, Portugiser, Lubecker, Dantziger, Embder, Bremer etc.","nee","28004"
"0","281","1","4","34","Franske, Hamborger, Rusziske, Spanske, Colberger, Caminer og Rostocker skibe","Frandske, Hamborger, Russiske, Spanske, Colberger, Caminer, Rostocker","nee","28101"
"0","281","2","37","211","Stor Brittanniske skibe","Stor Brittaniske","nee","28102"
"0","281","3","214","338","Svenske skibe","Svenske","nee","28103"
"0","281","4","346","469","Danske og Norske skibe","Danske, Norske","nee","28104"
"0","281","5","470","518","Hollandske skibe","Hollandske","nee","28105"
"0","281","6","522","532","Preusiske, Portogisiske, Lybske, Danziger, Embder og Bremer sampt andre ufrie skibe","Preussiske, Portugiser, Lubecker, Dantziger, Embder, Bremer etc.","nee","28106"
"0","281","7","533","636","Preusiske, Portogisiske, Lybske, Danziger, Embder og Bremer sampt andre ufrie skibe","Preussiske, Portugiser, Lubecker, Dantziger, Embder, Bremer etc.","nee","28107"
"0","282","1","3","136","Preusiske, Portogisiske, Lybske, Danziger, Embder og Bremer sampt andre ufrie skibe","Preussiske, Portugiser, Lubecker, Dantziger, Embder, Bremer etc.","nee","28201"
"0","282","2","143","180","Franske, Hamborger, Russiske, Spanske, Colberger, Caminer og Rostocker skibe","Frandske, Hamborger, Russiske, Spanske, Colberger, Caminer, Rostocker","nee","28202"
"0","282","3","181","435","Stor Brittaniske skibe","Stor Brittaniske","nee","28203"
"0","282","4","435","604","Svenske skibe","Svenske","nee","28204"
"0","283","1","4","51","Stor Brittaniske skibe","Stor Brittaniske","nee","28301"
"0","283","2","55","80","Svenske skibe","Svenske","nee","28302"
"0","283","3","81","215","Danske og Norske skibe","Danske, Norske","nee","28303"
"0","283","4","216","232","Hollandse skiibe","Hollandske, Ballaster, fra Westersøen","nee","28304"
"0","283","5","233","474","Preusiske, Portugisiske, Lybske, Dantziger, Embder og Bremer sampt andre ufrie skibe","Preussiske, Portugiser, Lubecker, Dantziger, Embder, Bremer etc.","nee","28305"
"0","283","6","475","515","Franske, Hamborger, Russiske, Spanske, Colberger, Caminer og Rostocker skibe","Frandske, Hamborger, Russiske, Spanske, Colberger, Caminer, Rostocker","nee","28306"
"0","283","7","518","526","Stor Brittaniske skibe","Stor Brittaniske","nee","28307"
"0","283","8","528","634","Stor Brittaniske skibe","Stor Brittaniske","nee","28308"
"0","284","1","3","141","Stor Brittaniske skibe","Stor Brittaniske","nee","28401"
"0","284","2","141","315","Svenske skibe","Svenske","nee","28402"
"0","284","3","321","383","Stor Brittaniske skibe","Stor Brittaniske","nee","28403"
"0","284","4","383","399","Svenske skibe","Svenske","nee","28404"
"0","284","5","406","579","Danske og Norske skibe","Danske, Norske","nee","28405"
"0","284","6","580","626","Preusiske, Portugisiske, Lybecker, Dantziger, Embder og Bremer, sampt andre ufrie skibe","Preussiske, Portugiser, Lubecker, Dantziger, Embder, Bremer etc.","nee","28406"
"0","285","1","3","198","Preusiske, Portugisiske, Lybecker, Dantziger, Embder og Bremer, sampt andre ufrie skibe","Preussiske, Portugiser, Lubecker, Dantziger, Embder, Bremer etc.","nee","28501"
"0","285","2","203","245","Franske, Hamborger, Russiske, Spanske, Colberger, Caminer og Rostocker skibe","Frandske, Hamborger, Russiske, Spanske, Colberger, Caminer, Rostocker","nee","28502"
"0","285","3","245","498","Stor Brittaniske skibe","Stor Brittaniske","nee","28503"
"0","285","4","500","643","Svenske skibe","Svenske","nee","28504"
"0","286","1","3","47","Svenske skibe","Svenske","nee","28601"
"0","286","2","50","53","Preusiske, Portugisiske, Lybecker, Dantziger, Embder og Bremer, sampt andre ufrie skibe","Preussiske, Portugiser, Lubecker, Dantziger, Embder, Bremer etc.","nee","28602"
"0","286","3","61","206","Danske og Norske skibe","Danske, Norske","nee","28603"
"0","286","4","207","500","Preusiske, Portugisiske, Lybecker, Dantziger, Embder og Bremer, sampt andre ufrie skibe","Preussiske, Portugiser, Lubecker, Dantziger, Embder, Bremer etc.","nee","28604"
"0","286","5","503","535","Franske, Hamborger, Russiske, Spanske, Colberger, Caminer og Rostocker skibe","Frandske, Hamborger, Russiske, Spanske, Colberger, Caminer, Rostocker","nee","28605"
