id,name_orig,year,start,end,start_orig,end_orig,locid,name,name_detail,type_detail,country,country_ISO3,country_ISO2,LangCode,lat,lon,lat_min,lon_min,lat_max,lon_max,status,mode,remark,doublecount,authors,type,decade,century,bbox_diag_km
108,Bodmin,1348,73487,73492,74937,74942,1315,Bodmin,"Bodmin, Cornwall, England, GBR",City,United Kingdom of Great Britain and Northern Ireland (the),GBR,GB,ENG,50.4712,-4.7173,50.4512,-4.7373,50.4912,-4.6973,exact,auto,,,,Place,1340-1349,14,5.272260507631997
109,Bridport,1348,73524,73531,74974,74981,1350,Bridport,"Bridport, Dorset, England, GBR",City,United Kingdom of Great Britain and Northern Ireland (the),GBR,GB,ENG,50.7336,-2.758,50.7136,-2.778,50.7536,-2.738,exact,auto,,,,Place,1340-1349,14,5.263825367797613
110,Wien,1349,23972,23975,24424,24427,1102,Wien,"Wien, AUT",City,Austria,AUT,AT,GER,48.2026,16.3684,48.0526,16.2184,48.3526,16.5184,exact,auto,,,,Place,1340-1349,14,40.08871730668808
111,Pfäffers,1349,37759,37766,38362,38369,979,Pfäfers,"Pfäfers, Sankt Gallen, CHE",City,Switzerland,CHE,CH,GER,46.9888,9.5003,46.8868,9.3984,47.0908,9.6023,exact,auto,,,,Place,1340-1349,14,27.45446209443004
112,St. Gallen,1349,37789,37798,38392,38401,1019,St. Gallen,"St. Gallen, Sankt Gallen, CHE",City,Switzerland,CHE,CH,GER,47.4265,9.3736,47.3765,9.3236,47.4765,9.4236,exact,auto,,,,Place,1340-1349,14,13.425145216635874
113,Zürich,1349,37839,37844,38442,38447,1012,Zürich,"Zürich, CHE",City,Switzerland,CHE,CH,GER,47.3771,8.5396,47.3041,8.4666,47.4501,8.6126,exact,auto,,,,Place,1340-1349,14,19.60648297057001
114,Ruswyl,1349,47486,47491,48377,48382,987,Ruswil,"Ruswil, Luzern, CHE",City,Switzerland,CHE,CH,GER,47.0836,8.1267,47.0366,8.0797,47.1306,8.1737,exact,auto,,,,Place,1340-1349,14,12.645435670983153
115,Basel,1349,47574,47578,48465,48469,1030,Basel,"Basel, CHE",City,Switzerland,CHE,CH,GER,47.5488,7.5878,47.5108,7.5498,47.5868,7.6258,exact,auto,,,Meyer-Merian,Place,1340-1349,14,10.195666369196257
116,Engelberg,1349,47631,47639,48522,48530,970,Engelberg,"Engelberg, Obwalden, CHE",City,Switzerland,CHE,CH,GER,46.821,8.4044,46.757,8.3404,46.885,8.4684,exact,auto,,,Tanner,Place,1340-1349,14,17.246190183385263
117,Konstanz,1349,47719,47726,48619,48626,1039,Konstanz,"Konstanz, Baden-Württemberg, DEU",City,Germany,DEU,DE,GER,47.6638,9.1776,47.5868,9.1006,47.7409,9.2546,exact,auto,,,"Meyer-Merian, Höniger",Place,1340-1349,14,20.654659788405677
118,Amiens,1349,57424,57429,58515,58520,1260,Amiens,"Amiens, Somme, Hauts-de-France, FRA",City,France,FRA,FR,FRE,49.8947,2.2933,49.8387,2.2373,49.9507,2.3493,exact,auto,,,,Place,1340-1349,14,14.814227541498532
119,Tournay,1349,57435,57441,58526,58532,1331,Tournai,"Tournai, BEL",City,Belgium,BEL,BE,FRE,50.6066,3.3856,50.4896,3.2686,50.7236,3.5026,exact,auto,,,Gilles li Muisis,Place,1340-1349,14,30.81722394747936
120,Bayern,1349,66099,66104,67259,67264,1180,Bayern,"Bayern, DEU",State or Province,Germany,DEU,DE,GER,48.9477,11.4193,46.9087,9.3803,50.9867,13.4583,exact,auto,,,,Administrative Unit,1340-1349,14,542.3098516228462
121,Württemberg,1349,66129,66139,67289,67299,1152,Baden-Württemberg,"Baden-Württemberg, DEU",State or Province,Germany,DEU,DE,GER,48.5,9,47.187,7.687,49.813,10.313,exact,auto,,,Moll,Administrative Unit,1340-1349,14,350.2332553389772
122,Colmar,1349,66233,66238,67415,67420,1080,Colmar,"Colmar, Haut-Rhin, Grand Est, FRA",City,France,FRA,FR,FRE,48.0802,7.3647,48.0062,7.2907,48.1542,7.4387,exact,auto,,,,Place,1340-1349,14,19.791662386780665
123,Strassburg,1349,66254,66263,67436,67445,1150,Strasbourg,"Strasbourg, Bas-Rhin, Grand Est, FRA",City,France,FRA,FR,ENG,48.585,7.7364,48.509,7.6604,48.661,7.8124,exact,auto,,,Closner,Place,1340-1349,14,20.2649876984036
124,Frankfurt a. M.,1349,67086,67100,68304,68318,1294,Frankfurt,"Frankfurt, Hesse, DEU",City,Germany,DEU,DE,GER,50.1121,8.6834,49.9771,8.5484000000000009,50.2471,8.8184,exact,auto,,,Lechner,Place,1340-1349,14,35.66563765966259
125,Hessen,1349,67320,67325,68555,68560,1330,Hessen,"Hessen, DEU",State or Province,Germany,DEU,DE,GER,50.604,9.0317,49.422,7.8497,51.786,10.2137,exact,auto,,,,Administrative Unit,1340-1349,14,311.29995856184263
126,Mainz,1349,67331,67335,68566,68570,1277,Mainz,"Mainz, Rhineland-Palatinate, DEU",City,Germany,DEU,DE,GER,50.0006,8.2724,49.9146,8.1864,50.0866,8.3584,exact,auto,,,,Place,1340-1349,14,22.735770097144226
127,Limburg,1349,67341,67347,68576,68582,1380,Limburg,"Limburg, BEL",State or Province,Belgium,BEL,BE,DUT,50.9914,5.4292,50.6074,5.0452,51.3754,5.8132,exact,auto,,,Limburger Chronik,Administrative Unit,1340-1349,14,100.90505148425099
128,Trier,1349,67368,67372,68623,68627,1244,Trier,"Trier, Rheinland-Pfalz, DEU",City,Germany,DEU,DE,GER,49.7573,6.6363,49.6693,6.5483,49.8453,6.7243,exact,auto,,,Gesta Trevirensium bei Martene und Durand,Place,1340-1349,14,23.2989305484875
129,Köln,1349,67492,67495,68792,68795,1375,Köln,"Köln, Innenstadt, Nordrhein-Westfalen, DEU",City,Germany,DEU,DE,GER,50.9417,6.9552,50.7807,6.7942,51.1027,7.1162,exact,auto,,,,Place,1340-1349,14,42.319858969109816
130,Flandern,1349,67516,67523,68816,68823,1464,Vlaanderen,"Vlaanderen, BEL",State or Province,Belgium,BEL,BE,DUT,51,4.5,49.955,3.455,52.045,5.545,exact,auto,,,,Administrative Unit,1340-1349,14,274.5608580261056
131,Holland,1349,67529,67535,68829,68835,1483,Netherlands,Netherlands,Country,Netherlands (the),NLD,NL,ENG,52.2494,5.6161,50.5814,3.9481,53.9174,7.2841,exact,auto,,,,Country,1340-1349,14,434.8335487862681
132,Westfalen,1349,67541,67549,68841,68849,1418,Nordrhein-Westfalen,"Nordrhein-Westfalen, DEU",State or Province,Germany,DEU,DE,GER,51.4332,7.6616,50.3227,5.8663,52.5315,9.4616,exact,auto,,,,Administrative Unit,1340-1349,14,349.85735955709583
133,Surrey,1349,73674,73679,75124,75129,1409,Surrey,"Surrey, England, GBR",County,United Kingdom of Great Britain and Northern Ireland (the),GBR,GB,ENG,51.2479,-0.4206,50.9209,-0.7476,51.5749,-0.0936,exact,auto,,,,Administrative Unit,1340-1349,14,85.7925292669163
134,Westminster,1349,73743,73753,75193,75203,1423,Westminster,"Westminster, London, England, GBR",District,United Kingdom of Great Britain and Northern Ireland (the),GBR,GB,ENG,51.5001,-0.128,51.4901,-0.138,51.5101,-0.118,exact,auto,,,,Place,1340-1349,14,2.6196002560339964
135,London,1349,73759,73764,75209,75214,1425,London,"London, England, GBR",City,United Kingdom of Great Britain and Northern Ireland (the),GBR,GB,ENG,51.5074,-0.1278,51.3849,-0.3515,51.6723,0.1483,exact,auto,,,,Place,1340-1349,14,47.08148215456689
136,York,1349,73898,73901,75348,75351,1548,York,"York, North Yorkshire, England, GBR",City,United Kingdom of Great Britain and Northern Ireland (the),GBR,GB,ENG,53.9533,-1.0834,53.9013,-1.1354,54.0053,-1.0314,exact,auto,,,,Place,1340-1349,14,13.417876222912371
137,Norwich,1349,73974,73980,75424,75430,1504,Norwich,"Norwich, Norfolk, England, GBR",City,United Kingdom of Great Britain and Northern Ireland (the),GBR,GB,ENG,52.6225,1.2949,52.5665,1.2389,52.6785,1.3509,exact,auto,,,,Place,1340-1349,14,14.568990945819367
138,Wales,1349,74246,74250,75696,75700,1491,Wales,"Wales, GBR",State or Province,United Kingdom of Great Britain and Northern Ireland (the),GBR,GB,ENG,52.3372,-3.7652,51.1322,-4.9702,53.5422,-2.5602,exact,auto,,,,Administrative Unit,1340-1349,14,314.0021340952431
139,Howth,1349,75017,75021,76467,76471,1527,Howth,"Howth, Dublin, IRL",City,Ireland,IRL,IE,ENG,53.3796,-6.0572,53.3695,-6.0672,53.3895,-6.0472,exact,auto,,,,Place,1340-1349,14,2.5895067590395153
140,Dalkey,1349,75024,75029,76474,76479,1523,Dalkey,"Dalkey, Dublin, IRL",City,Ireland,IRL,IE,ENG,53.2781,-6.1068,53.2681,-6.1168,53.2881,-6.0968,exact,auto,,,,Place,1340-1349,14,2.591125374218633
141,Drogheda,1349,75032,75039,76482,76489,1538,Drogheda,"Drogheda, Louth, IRL",City,Ireland,IRL,IE,ENG,53.716,-6.3568,53.683,-6.3898,53.749,-6.3238,exact,auto,,,,Place,1340-1349,14,8.527663020849564
142,Dublin,1349,75045,75050,76495,76500,1525,Dublin,"Dublin, IRL",City,Ireland,IRL,IE,ENG,53.3481,-6.2483,53.1781,-6.4183,53.5181,-6.0783,exact,auto,,,,Place,1340-1349,14,44.03001504598647
143,Selkirk,1349,75210,75216,76660,76666,1577,Selkirk,"Selkirk, Selkirkshire, Scotland, GBR",City,United Kingdom of Great Britain and Northern Ireland (the),GBR,GB,ENG,55.5473,-2.8414,55.5323,-2.8564,55.5623,-2.8264,exact,auto,,,"Knighton, Barnes, Webster, Bascome, Gasquet, Creighton",Place,1340-1349,14,3.83266338945537
144,Dänemark,1349,75428,75435,76936,76943,1585,Denmark,Denmark,Country,Denmark,DNK,DK,ENG,55.9593,10.0539,53.3813,7.4759,58.5373,12.6319,exact,auto,,,,Country,1340-1349,14,656.598584347364
145,Schleswig Holstein,1349,75441,75458,76949,76966,1555,Schleswig-Holstein,"Schleswig-Holstein, DEU",State or Province,Germany,DEU,DE,GER,54.2194,9.6961,53.3598,7.865,55.0583,11.3129,exact,auto,,,Mahr,Administrative Unit,1340-1349,14,293.1011392752297
146,Bergen,1349,75682,75687,77197,77202,1620,Bergen,"Bergen, Hordaland, NOR",City,Norway,NOR,NO,NOR,60.3913,5.3221,60.2035,5.1706,60.5268,5.6878,exact,auto,,,,Place,1340-1349,14,45.836570661101476
147,Drontheim,1349,75766,75774,77281,77289,1623,Trondheim,"Trondheim, Trøndelag, NOR",City,Norway,NOR,NO,NOR,63.4305,10.3951,63.3806,10.2982,63.4569,10.5794,exact,auto,,,,Place,1340-1349,14,16.362744599100054
148,Polozk,1349,76525,76530,78049,78054,1576,Polatsk,"Polatsk, Polatski rayon, Vitsyebskaya voblasts', BLR",City,Belarus,BLR,BY,BEL,55.5005,28.7524,55.4535,28.7054,55.5475,28.7994,exact,auto,,,,Place,1340-1349,14,12.012476653587473
149,Gibraltar,1350,65880,65888,67028,67036,374,Gibraltar,Gibraltar,City,Gibraltar,GIB,GI,ENG,36.136,-5.3487,36.117,-5.3677,36.155,-5.3297,exact,auto,,,Phillippe,Place,1350-1359,14,5.431331956651882
150,Pommern,1350,67605,67611,68905,68911,1557,Pommerania,Pommerania,Historical Region,,,,,54.31,18.01,53.12,13.07,55.5,22.95,approximate,manual,,,,Region,1350-1359,14,692.6389884857138
151,Preussen,1350,67617,67624,68917,68924,1579,Prussia,Prussia,Historical Region,,,,,55.74,22.46,53.64,18.26,57.84,26.66,approximate,manual,,,,Region,1350-1359,14,702.3717429928882
152,Danzig,1350,67645,67650,68945,68950,1561,Gdansk,"Gdansk, Woiwodschaft Pommern, POL",City,Poland,POL,PL,ENG,54.3531,18.6512,54.1801,18.4782,54.5261,18.8242,exact,auto,,,,Place,1350-1359,14,44.530158080939394
153,Thorn,1350,67653,67657,68953,68957,1511,Torun,"Torun, Toruń County, Kuyavian-Pomeranian Voivodeship",City,Poland,POL,PL,ENG,53.0138,18.5984,52.9612,18.4622,53.0655,18.7409,exact,auto,,,,Place,1350-1359,14,21.9572592121986
154,Elbing,1350,67660,67665,68960,68965,1552,Elbląg,"Elbląg, Woj. Warmińsko-Mazurskie, POL",City,Poland,POL,PL,POL,54.1556,19.3986,54.0856,19.3286,54.2256,19.4686,exact,auto,,,,Place,1350-1359,14,18.039995146445044
155,Marienburg,1350,67668,67677,68968,68977,1549,Malbork,"Malbork, Powiat Malborski, Woiwodschaft Pommern, POL",City,Poland,POL,PL,POL,54.0344,19.0242,53.9984,18.9883,54.0704,19.0602,exact,auto,,,,Place,1350-1359,14,9.281348868529955
156,Königsberg,1350,67680,67689,68980,68989,1568,Kaliningrad,"Kaliningrad, Kaliningrad Oblast, RUS",City,Russian Federation (the),RUS,RU,RUX,54.709,20.5082,54.579,20.3782,54.839,20.6382,exact,auto,,,,Place,1350-1359,14,33.38860604179614
157,Nürnberg,1350,67726,67733,69026,69033,1225,Nürnberg,"Nürnberg, Bayern, DEU",City,Germany,DEU,DE,GER,49.4543,11.0735,49.3283,10.9475,49.5803,11.1995,exact,auto,,,,Place,1350-1359,14,33.421185210046254
158,Würzburg,1350,67736,67743,69036,69043,1248,Würzburg,"Würzburg, Bayern, DEU",City,Germany,DEU,DE,GER,49.793,9.9365,49.724,9.8675,49.862,10.0055,exact,auto,,,,Place,1350-1359,14,18.264524042760954
159,Schlesien,1350,67746,67754,69046,69054,1468,Silesia,Silesia,Historical Region,,,,,52.07,19.05,49.82,14.76,54.32,23.34,approximate,manual,,,,Region,1350-1359,14,769.9715002752347
160,Böhmen,1350,67757,67762,69057,69062,1251,Bohemia,Bohemia,Historical Region,,,,,49.8,14.47,48.55,12.09,51.06,16.85,approximate,manual,,,,Region,1350-1359,14,440.96382148886033
161,Paderborn,1350,68387,68395,69800,69808,1440,Paderborn,"Paderborn, Nordrhein-Westfalen, DEU",City,Germany,DEU,DE,GER,51.7181,8.752,51.6151,8.649,51.8211,8.855,exact,auto,,,,Place,1350-1359,14,26.945818723571882
162,Osnabrück,1350,68398,68406,69811,69819,1488,Osnabrück,"Osnabrück, Niedersachsen, DEU",City,Germany,DEU,DE,GER,52.2719,8.0448,52.1789,7.9518,52.3649,8.1378,exact,auto,,,,Place,1350-1359,14,24.247136769916
163,Minden,1350,68409,68414,69822,69827,1490,Minden,"Minden, Nordrhein-Westfalen, DEU",City,Germany,DEU,DE,GER,52.2886,8.9146,52.2076,8.8336,52.3696,8.9956,exact,auto,,,,Place,1350-1359,14,21.11631057087345
164,Erfurt,1350,68417,68422,69830,69835,1379,Erfurt,"Erfurt, Thüringen, DEU",City,Germany,DEU,DE,GER,50.9779,11.0235,50.8509,10.8965,51.1049,11.1505,exact,auto,,,,Place,1350-1359,14,33.375388189034524
165,Thüringen,1350,68425,68433,69838,69846,1381,Thüringen,"Thüringen, DEU",State or Province,Germany,DEU,DE,GER,51.011,10.8453,50.2043,9.877,51.6489,12.6539,exact,auto,,,,Administrative Unit,1350-1359,14,252.32276112454227
166,Magdeburg,1350,68457,68465,69870,69878,1474,Magdeburg,"Magdeburg, Sachsen-Anhalt, DEU",City,Germany,DEU,DE,GER,52.1305,11.6315,52.0185,11.5195,52.2424,11.7435,exact,auto,,,,Place,1350-1359,14,29.216756746556264
167,Halberstadt,1350,68468,68478,69881,69891,1456,Halberstadt,"Halberstadt, Sachsen-Anhalt, DEU",City,Germany,DEU,DE,GER,51.8953,11.0499,51.7903,10.9449,52.0003,11.1549,exact,auto,,,,Place,1350-1359,14,27.4391879990617
168,Bremen,1350,68481,68486,69894,69899,1513,Bremen,"Bremen, DEU",City,Germany,DEU,DE,GER,53.0793,8.8017,53.0112,8.4818,53.2289,8.9908,exact,auto,,,,Place,1350-1359,14,41.7099544816184
169,Augsburg,1350,68540,68547,69953,69960,1131,Augsburg,"Augsburg, Bayern, DEU",City,Germany,DEU,DE,GER,48.3703,10.8979,48.2713,10.7989,48.4693,10.9969,exact,auto,,,,Place,1350-1359,14,26.431933002759987
170,Regensburg,1350,68550,68559,69963,69972,1186,Regensburg,"Regensburg, Bayern, DEU",City,Germany,DEU,DE,GER,49.0149,12.1017,48.9469,12.0337,49.0829,12.1697,exact,auto,,,,Place,1350-1359,14,18.08487067646252
171,Mainz,1350,68562,68566,69975,69979,1277,Mainz,"Mainz, Rhineland-Palatinate, DEU",City,Germany,DEU,DE,GER,50.0006,8.2724,49.9146,8.1864,50.0866,8.3584,exact,auto,,,,Place,1350-1359,14,22.735770097144226
172,Cöln,1350,68569,68572,69982,69985,1375,Köln,"Köln, Innenstadt, Nordrhein-Westfalen, DEU",City,Germany,DEU,DE,GER,50.9417,6.9552,50.7807,6.7942,51.1027,7.1162,exact,auto,,,,Place,1350-1359,14,42.319858969109816
173,Limburg an der Lahn,1350,68922,68940,70345,70363,1308,Limburg an der Lahn,"Limburg an der Lahn, Hessen, DEU",City,Germany,DEU,DE,GER,50.3877,8.0629,50.3217,7.9969,50.4537,8.1289,exact,auto,,,,Place,1350-1359,14,17.407312610454998
174,Münster i. W.,1350,68951,68963,70374,70386,1462,Münster,"Münster, Nordrhein-Westfalen, DEU",City,Germany,DEU,DE,GER,51.963,7.6178,51.833,7.4878,52.093,7.7478,exact,auto,,,,Place,1350-1359,14,33.95819456052276
175,Hannover,1350,68975,68982,70398,70405,1494,Hannover,"Hannover, Niedersachsen, DEU",City,Germany,DEU,DE,GER,52.3723,9.7381,52.2563,9.6221,52.4883,9.8542,exact,auto,,,,Place,1350-1359,14,30.22860639562261
176,Wismar,1350,69019,69024,70442,70447,1546,Wismar,"Wismar, Mecklenburg-Vorpommern, DEU",City,Germany,DEU,DE,GER,53.8911,11.4662,53.8361,11.4112,53.9461,11.5212,exact,auto,,,,Place,1350-1359,14,14.197429741846385
177,Lübeck,1350,69216,69221,70639,70644,1545,Lübeck,"Lübeck, Schleswig-Holstein, DEU",City,Germany,DEU,DE,GER,53.8663,10.6808,53.7063,10.5208,54.0263,10.8408,exact,auto,,,,Place,1350-1359,14,41.30784270625345
178,Stralsund,1350,69770,69778,71193,71201,1558,Stralsund,"Stralsund, Mecklenburg-Vorpommern, DEU",City,Germany,DEU,DE,GER,54.3158,13.0916,54.2448,13.0206,54.3868,13.1626,exact,auto,,,,Place,1350-1359,14,18.279633077562146
179,Wisby,1350,69789,69793,71212,71216,1604,Visby,"Visby domkyrkoförs., Gotlands Kommun, SWE",City,Sweden,SWE,SE,SWE,57.6384,18.3,57.6014,18.263,57.6754,18.337,exact,auto,,,,Place,1350-1359,14,9.333020551328385
180,Rostock,1350,69806,69812,71229,71235,1550,Rostock,"Rostock, Mecklenburg-Vorpommern, DEU",City,Germany,DEU,DE,GER,54.0791,12.1322,53.9581,12.0112,54.2001,12.2532,exact,auto,,,,Place,1350-1359,14,31.19811105477174
181,Gotland,1350,76006,76012,77521,77527,1602,Gotland,"Gotland, SWE",Island,Sweden,SWE,SE,SWE,57.4684,18.4867,56.9049,18.0856,57.9298,19.1229,exact,auto,,,,Island,1350-1359,14,129.78791878017003
182,Island,1350,76200,76205,77715,77720,1626,Iceland,Iceland,Country,Iceland,ISL,IS,ENG,64.987,-18.5824,61.409,-22.1604,68.565,-15.0044,exact,auto,,,,Country,1350-1359,14,862.5862019182952
183,Grönland,1350,76211,76218,77726,77733,1629,Greenland,Greenland,Country,Greenland,GRL,GL,ENG,74.7271,-41.3456,62.8021,-53.2706,84.9,-29.4206,exact,auto,,,Hecker,Country,1350-1359,14,2515.281431348715
184,Kurland,1350,76375,76381,77899,77905,1606,Courland,Courland,Historical Region,,,,,57.84,26.88,55.77,20.85,59.91,32.91,approximate,manual,,,,Region,1350-1359,14,847.4553926433966
185,Tirol,1350,86412,86416,88200,88204,999,Tirol,"Tirol, AUT",State or Province,Austria,AUT,AT,GER,47.2537,11.6015,46.6516,10.0981,47.7431,12.9663,exact,auto,,,,Administrative Unit,1350-1359,14,248.35396995562823
186,Oberpfalz,1350,86556,86564,88370,88378,1232,Oberpfalz,"Oberpfalz, DEU",Colloquial Area,Germany,DEU,DE,GER,49.56,12.04,48.76,11.19,50.06,13.17,approximate,manual,,,Andraeas,Region,1350-1359,14,203.49533118745407
187,Frankfurt a. O.,1351,76396,76410,77920,77934,1492,Frankfurt an der Oder,"Frankfurt an der Oder, Frankfurt (Oder), Brandenburg, DEU",City,Germany,DEU,DE,GER,52.3471,14.5506,52.2981,14.5016,52.3961,14.5996,exact,auto,,,,Place,1350-1359,14,12.769476806616048
188,Stuttgart,1351,86853,86861,88732,88740,1169,Stuttgart,"Stuttgart, Baden-Württemberg, DEU",City,Germany,DEU,DE,GER,48.7678,9.172,48.6548,9.059,48.8808,9.285,exact,auto,,,,Place,1350-1359,14,30.09764112113252
189,Frankfurt a. M.,1351,86864,86878,88743,88757,1294,Frankfurt,"Frankfurt, Hesse, DEU",City,Germany,DEU,DE,GER,50.1121,8.6834,49.9771,8.5484000000000009,50.2471,8.8184,exact,auto,,,,Place,1350-1359,14,35.66563765966259
190,Dithmarschen,1351,86884,86895,88763,88774,1551,Dithmarschen,"Dithmarschen, Schleswig-Holstein, DEU",County,Germany,DEU,DE,GER,54.1342,9.1072,53.8092,8.7822,54.4592,9.4322,exact,auto,,,,Administrative Unit,1350-1359,14,83.76736909943183
191,Eiderstedt,1351,86897,86906,88776,88785,1560,Eiderstedt,"Eiderstedt, Schleswig-Holstein, DEU",Colloquial Area,Germany,DEU,DE,GER,54.3333,8.7833,54.3268,8.7673,54.3398,8.7993,exact,auto,,,,Region,1350-1359,14,2.528624634542475
192,Bremen,1351,86955,86960,88834,88839,1513,Bremen,"Bremen, DEU",City,Germany,DEU,DE,GER,53.0793,8.8017,53.0112,8.4818,53.2289,8.9908,exact,auto,,,,Place,1350-1359,14,41.7099544816184
193,Pleskow,1352,76704,76710,78228,78234,1605,Pskov,"Pskov, Pskov Oblast, RUS",City,Russian Federation (the),RUS,RU,RUX,57.8156,28.338,57.7186,28.241,57.9126,28.435,exact,auto,,,,Place,1350-1359,14,24.441058577676102
194,Nowgorod,1352,78017,78024,79541,79548,1610,Novgorod,"Novgorod, RUS",City,Russian Federation (the),RUS,RU,RUS,58.5167,31.2833,58.4547,31.2213,58.5787,31.3453,exact,auto,,,,Place,1350-1359,14,15.555257179368006
195,Ladoga,1352,78155,78160,79679,79684,1617,Staraya Ladoga,"Staraya Ladoga, Volkhovskiy rayon, Leningradskaya oblast', RUS",District,Russian Federation (the),RUS,RU,RUX,60.0043,32.2922,59.9873,32.2752,60.0213,32.3092,exact,auto,,,,Place,1350-1359,14,4.226760031117847
196,Susdalj,1352,78163,78169,79687,79693,1594,Suzdal',"Suzdal', Suzdal'skiy rayon, Vladimirskaya oblast', RUS",City,Russian Federation (the),RUS,RU,RUX,56.426,40.4464,56.397,40.4174,56.455,40.4754,exact,auto,,,,Place,1350-1359,14,7.36979225033036
197,Smolensk,1352,78172,78179,79696,79703,1569,Smolensk,"Smolensk, Smolensk Oblast, RUS",City,Russian Federation (the),RUS,RU,ENG,54.7789,32.0515,54.6219,31.8945,54.9359,32.2085,exact,auto,,,,Place,1350-1359,14,40.305743322531086
198,Tschernigow,1352,78182,78192,79706,79716,1422,Chernihiv,"Chernihiv, Chernihivska Oblast, UKR",City,Ukraine,UKR,UA,ENG,51.4937,31.2944,51.4227,31.2234,51.5647,31.3654,exact,auto,,,,Place,1350-1359,14,18.599883008202188
199,Kiew,1352,78195,78198,79719,79722,1311,Kyiv,"Kyiv, UKR",City,Ukraine,UKR,UA,ENG,50.4506,30.5243,50.2096,30.2833,50.6916,30.7653,exact,auto,,,,Place,1350-1359,14,63.53839785587465
200,Gluchow,1352,78247,78253,79771,79777,1446,Gluchow,"Gluchow, Powiat Skierniewicki, Woiwodschaft Lodz, POL",City,Poland,POL,PL,ENG,51.7788,20.0744,51.7719,20.0584,51.7857,20.0904,exact,auto,,,,Place,1350-1359,14,2.683499028328926
201,Bjelosersk,1352,78259,78268,79783,79792,1618,Belozersk,"Belozersk, Belozerskiy rayon, Vologda Oblast, RUS",City,Russian Federation (the),RUS,RU,RUS,60.0288,37.8084,60.0088,37.7884,60.0488,37.8284,exact,auto,,,,Place,1350-1359,14,4.9719223680083395
202,Moskau,1352,78297,78302,79821,79826,1580,Moscow,"Moscow, RUS",City,Russian Federation (the),RUS,RU,ENG,55.7558,37.6173,55.1426,36.8032,56.0215,37.9678,exact,auto,,,,Place,1350-1359,14,122.09691968738687
203,Odessa,1352,78519,78524,80043,80048,923,Odessa,"Odessa, Odesa, UKR",City,Ukraine,UKR,UA,ENG,46.4725,30.7371,46.3555,30.6201,46.5895,30.8541,exact,auto,,,,Place,1350-1359,14,31.59329788235258
204,Danzig,1352,86977,86982,88856,88861,1561,Gdansk,"Gdansk, Woiwodschaft Pommern, POL",City,Poland,POL,PL,ENG,54.3531,18.6512,54.1801,18.4782,54.5261,18.8242,exact,auto,,,,Place,1350-1359,14,44.530158080939394
