cid,city,country,lat,lon,elev,transport,in_hre,in_cne,pop1100,pop1200,pop1300,pop1400,pop1500,on_river,on_coast,inland,atlantic,baltic,northsea,medit,staple_year,fair_year
1646,Roskilde,Denmark,55.65,12.08,1,north sea,False,True,7000.0,7000.0,7000.0,5000.0,6000.0,0,1,0,0,0,1,0,,1200.0
1647,Rossano,Italy,39.58,16.63,270,land mediterranean,False,True,3000.0,3000.0,4000.0,3000.0,3000.0,0,0,1,0,0,0,1,,
1648,Rostock,Germany,54.08,12.12,14,baltic + river,True,True,1000.0,3000.0,10000.0,13000.0,10000.0,1,1,0,0,1,0,0,1446.0,1390.0
1652,Rothenburg ob der Tauber,Germany,49.38,10.17,430,river north sea,True,True,2000.0,3000.0,5000.0,6000.0,6000.0,1,0,0,0,0,1,0,,
1654,Rottenburg am Neckar,Germany,48.47,8.93,349,river north sea,True,True,3000.0,3000.0,3000.0,4000.0,3000.0,1,0,0,0,0,1,0,,
1655,Rotterdam,Netherlands,51.92,4.47,-4,north sea + river,True,True,0.0,1000.0,1000.0,2000.0,5000.0,1,1,0,0,0,1,0,,1340.0
1656,Roubaix,France,50.7,3.17,17,land north sea,False,True,1000.0,1000.0,2000.0,1000.0,2000.0,0,0,1,0,0,1,0,,
1657,Rouen,France,49.43,1.08,9,river north sea,False,True,13000.0,15000.0,35000.0,25000.0,40000.0,1,0,0,0,0,1,0,,
1658,Rovereto,Italy,45.88,11.05,204,river mediterranean,False,True,0.0,1000.0,1000.0,1000.0,4000.0,1,0,0,0,0,0,1,,
1659,Rovigo,Italy,45.07,11.78,7,river mediterranean,False,True,1000.0,1000.0,2000.0,1000.0,2000.0,1,0,0,0,0,0,1,,
1663,Ruda Slaska,Poland,50.27,18.85,258,land baltic,False,True,0.0,1000.0,1000.0,1000.0,1000.0,0,0,1,0,1,0,0,,
1665,Ruiselede,Belgium,51.05,3.4,12,land north sea,True,True,1000.0,1000.0,2000.0,1000.0,2000.0,0,0,1,0,0,1,0,,
1668,Ruvo,Italy,41.12,16.47,240,land mediterranean,False,True,3000.0,3000.0,4000.0,3000.0,4000.0,0,0,1,0,0,0,1,,
1670,Rybnik,Poland,50.1,18.55,210,land baltic,False,True,0.0,0.0,1000.0,1000.0,1000.0,0,0,1,0,1,0,0,,
1672,Rzeszow,Poland,50.05,22.0,221,river baltic,False,True,0.0,0.0,0.0,0.0,1000.0,1,0,0,0,1,0,0,,
1674,Saarbruecken,Germany,49.23,6.98,230,river north sea,True,True,2000.0,3000.0,3000.0,2000.0,1000.0,1,0,0,0,0,1,0,,
1675,Saarlouis,Germany,49.32,6.75,181,river north sea,True,True,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,,
1678,Saintes,France,45.73,-0.63,2,river north sea,False,True,3000.0,3000.0,4000.0,3000.0,3000.0,1,0,0,0,0,1,0,,
1681,Salemi,Italy,37.8,12.8,340,land mediterranean,False,True,3000.0,3000.0,4000.0,3000.0,5000.0,0,0,1,0,0,0,1,,
1682,Salerno,Italy,40.68,14.78,101,med,False,True,6000.0,7000.0,10000.0,3000.0,5000.0,0,1,0,0,0,0,1,,
1684,Salies de Bearn,France,43.48,-0.92,28,river north sea,False,True,2000.0,2000.0,3000.0,2000.0,2000.0,1,0,0,0,0,1,0,,
1686,Salins les Bains,France,46.95,5.88,284,land mediterranean,False,True,2000.0,3000.0,3000.0,2000.0,3000.0,0,0,1,0,0,0,1,,
1688,Salon de Provence,France,43.63,5.1,53,land mediterranean,False,True,0.0,1000.0,2000.0,1000.0,1000.0,0,0,1,0,0,0,1,,
1690,Saluzzo,Italy,44.65,7.48,356,land mediterranean,False,True,3000.0,4000.0,5000.0,3000.0,4000.0,0,0,1,0,0,0,1,,
1691,Salzburg,Austria,47.9,13.03,427,river black sea,True,True,3000.0,5000.0,6000.0,4000.0,7000.0,1,0,0,0,0,0,0,,
1692,Salzgitter,Germany,52.15,10.4,90,land north sea,True,True,0.0,0.0,1000.0,1000.0,1000.0,0,0,1,0,0,1,0,,
1693,Salzwedel,Germany,52.86,11.15,19,river north sea,True,True,2000.0,3000.0,3000.0,2000.0,5000.0,1,0,0,0,0,1,0,,1360.0
1694,Sambuca di Sicilia,Italy,37.65,13.1,350,land mediterranean,False,True,2000.0,2000.0,2000.0,1000.0,2000.0,0,0,1,0,0,0,1,,
1695,San Bartolomeo,Italy,41.4,15.02,597,land mediterranean,False,True,2000.0,2000.0,3000.0,2000.0,3000.0,0,0,1,0,0,0,1,,
1696,San Cataldo,Italy,37.48,13.98,625,land mediterranean,False,True,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,1,,
1699,San Fele,Italy,40.8,15.55,864,land mediterranean,False,True,1000.0,2000.0,2000.0,1000.0,3000.0,0,0,1,0,0,0,1,,
1701,San Filippo del Mela,Italy,38.18,15.28,84,land mediterranean,False,True,0.0,1000.0,1000.0,3000.0,8000.0,0,0,1,0,0,0,1,,
1702,San Gimignano,Italy,43.47,11.03,324,land mediterranean,False,True,4000.0,5000.0,8000.0,3000.0,4000.0,0,0,1,0,0,0,1,,
1704,San Marco in lamis,Italy,41.72,15.63,550,land mediterranean,False,True,1000.0,2000.0,1000.0,1000.0,2000.0,0,0,1,0,0,0,1,,
1705,San Remo,Italy,43.82,7.77,15,med,False,True,2000.0,2000.0,3000.0,2000.0,3000.0,0,1,0,0,0,0,1,,
1707,San Severo,Italy,41.68,15.38,81,land mediterranean,False,True,4000.0,5000.0,6000.0,4000.0,6000.0,0,0,1,0,0,0,1,,
1708,San Stefano di Briga,Italy,38.1,15.47,150,land mediterranean,False,True,1000.0,1000.0,2000.0,1000.0,2000.0,0,0,1,0,0,0,1,,
1710,Sandomierz,Poland,50.67,21.75,185,river baltic,False,True,1000.0,2000.0,3000.0,2000.0,3000.0,1,0,0,0,1,0,0,1565.0,
1712,Sant' Angelo di Brolo,Italy,38.12,14.88,314,land mediterranean,False,True,1000.0,1000.0,2000.0,1000.0,2000.0,0,0,1,0,0,0,1,,
1713,Santa Caterina Villarmosa,Italy,37.58,14.03,650,land mediterranean,False,True,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,1,,
1716,Santa Margherita di Belice,Italy,37.7,13.03,400,land mediterranean,False,True,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,1,,
1717,Santa Maria Capua Vetere,Italy,41.08,14.25,36,land mediterranean,False,True,2000.0,3000.0,3000.0,2000.0,4000.0,0,0,1,0,0,0,1,,
1726,Sarno,Italy,40.82,14.62,181,land mediterranean,False,True,3000.0,4000.0,5000.0,3000.0,4000.0,0,0,1,0,0,0,1,,
1727,Sassari,Italy,40.73,8.55,207,land mediterranean,False,True,1000.0,3000.0,5000.0,3000.0,13000.0,0,0,1,0,0,0,1,,
1729,Saumur,France,47.27,-0.08,25,river north sea,False,True,3000.0,4000.0,5000.0,3000.0,5000.0,1,0,0,0,0,1,0,,
1730,Savigliano,Italy,44.63,7.67,321,land mediterranean,False,True,2000.0,3000.0,4000.0,5000.0,5000.0,0,0,1,0,0,0,1,,
1731,Savona,Italy,44.28,8.5,1,med,False,True,2000.0,3000.0,4000.0,3000.0,5000.0,0,1,0,0,0,0,1,,
1733,Schaarbeek,Belgium,50.87,4.37,43,land north sea,True,True,1000.0,1000.0,1000.0,1000.0,0.0,0,0,1,0,0,1,0,,
1734,Schaffhausen,Switzerland,47.7,8.63,403,river north sea,True,True,1000.0,2000.0,2000.0,3000.0,4000.0,1,0,0,0,0,1,0,,
1735,Schiedam,Netherlands,51.92,4.3,-1,north sea + river,True,True,0.0,1000.0,1000.0,2000.0,4000.0,1,1,0,0,0,1,0,,
1736,Schleswig,Germany,54.52,9.55,1,baltic,True,True,2000.0,2000.0,3000.0,2000.0,2000.0,0,1,0,0,1,0,0,,1550.0
1737,Schmalkalden,Germany,50.72,10.43,295,land north sea,True,True,1000.0,2000.0,2000.0,1000.0,1000.0,0,0,1,0,0,1,0,,
1738,Schneeberg,Germany,50.6,12.63,470,land north sea,True,True,0.0,0.0,0.0,1000.0,2000.0,0,0,1,0,0,1,0,,
1739,Schorndorf,Germany,48.8,9.55,256,river north sea,True,True,0.0,1000.0,1000.0,1000.0,3000.0,1,0,0,0,0,1,0,,
1740,Schwabach,Germany,49.47,11.02,326,land north sea,True,True,1000.0,1000.0,2000.0,1000.0,2000.0,0,0,1,0,0,1,0,,
1741,Schwaebisch Gmuend,Germany,48.82,9.8,321,river north sea,True,True,0.0,1000.0,2000.0,1000.0,1000.0,1,0,0,0,0,1,0,,
1742,Schwaebisch Hall,Germany,49.12,9.73,304,river north sea,True,True,0.0,1000.0,2000.0,6000.0,6000.0,1,0,0,0,0,1,0,,
1743,Schwaz,Austria,47.33,11.73,545,river black sea,True,True,0.0,0.0,1000.0,4000.0,17000.0,1,0,0,0,0,0,0,,
1744,Schweinfurt,Germany,50.05,10.27,226,river north sea,True,True,0.0,1000.0,2000.0,3000.0,4000.0,1,0,0,0,0,1,0,,
1745,Schwerin,Germany,53.63,11.42,38,river baltic,True,True,1000.0,2000.0,2000.0,1000.0,3000.0,1,0,0,0,1,0,0,,1171.0
1746,Schwytz,Switzerland,47.03,8.57,516,river north sea,True,True,1000.0,2000.0,2000.0,1000.0,2000.0,1,0,0,0,0,1,0,,
1747,Sciacca,Italy,37.5,13.1,2,med,False,True,2000.0,3000.0,3000.0,5000.0,7000.0,0,1,0,0,0,0,1,,
1748,Scicli,Italy,36.8,14.72,205,land mediterranean,False,True,3000.0,3000.0,4000.0,1000.0,3000.0,0,0,1,0,0,0,1,,
1749,Scigliano,Italy,39.12,16.3,659,land mediterranean,False,True,2000.0,2000.0,2000.0,1000.0,2000.0,0,0,1,0,0,0,1,,
1751,Sedan,France,49.7,4.95,183,river north sea,False,True,0.0,0.0,0.0,1000.0,2000.0,1,0,0,0,0,1,0,,
1756,Selestat,France,48.27,7.45,165,river north sea,False,True,4000.0,6000.0,8000.0,5000.0,5000.0,1,0,0,0,0,1,0,,
1758,Semur en Auxois,France,48.27,7.45,237,river north sea,False,True,2000.0,2000.0,3000.0,2000.0,3000.0,1,0,0,0,0,1,0,,
1759,Senlis,France,49.2,2.58,47,land north sea,False,True,2000.0,2000.0,3000.0,2000.0,3000.0,0,0,1,0,0,1,0,,
1760,Sens,France,48.2,3.28,62,river north sea,False,True,5000.0,5000.0,5000.0,3000.0,4000.0,1,0,0,0,0,1,0,,
1764,Serino,Italy,40.85,14.87,416,land mediterranean,False,True,0.0,1000.0,1000.0,1000.0,2000.0,0,0,1,0,0,0,1,,
1768,Serradifalco,Italy,37.45,13.88,504,land mediterranean,False,True,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,1,,
1770,Sete (S̬te),France,43.42,3.72,74,med,False,True,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,1,,
1777,Sezze,Italy,41.5,13.7,319,land mediterranean,False,True,4000.0,5000.0,6000.0,7000.0,7000.0,0,0,1,0,0,0,1,,
1787,Siculiana,Italy,37.33,13.43,129,land mediterranean,False,True,0.0,0.0,1000.0,1000.0,1000.0,0,0,1,0,0,0,1,,
1788,Siegen,Germany,50.87,8.03,267,land north sea,True,True,0.0,1000.0,2000.0,2000.0,3000.0,0,0,1,0,0,1,0,,
1789,Siena,Italy,43.32,11.35,260,land mediterranean,False,True,8000.0,12000.0,25000.0,17000.0,16000.0,0,0,1,0,0,0,1,,
1794,Sinigaglia,Italy,43.72,13.22,3,med,False,True,2000.0,2000.0,2000.0,1000.0,2000.0,0,1,0,0,0,0,1,,
1796,Sion,Switzerland,46.24,7.33,500,river mediterranean,True,True,2000.0,2000.0,3000.0,2000.0,2000.0,1,0,0,0,0,0,1,,
1797,Siracusa,Italy,37.07,15.28,1,med,False,True,4000.0,4000.0,4000.0,8000.0,10000.0,0,1,0,0,0,0,1,,
1798,Sisteron,France,44.2,5.93,448,river mediterranean,False,True,4000.0,5000.0,6000.0,4000.0,4000.0,1,0,0,0,0,0,1,,
1806,Slupsk,Poland,54.47,17.02,18,river baltic,False,True,1000.0,2000.0,2000.0,1000.0,4000.0,1,0,0,0,1,0,0,,
1809,Sneek,Netherlands,53.03,5.67,6,river north sea,True,True,1000.0,1000.0,2000.0,2000.0,3000.0,1,0,0,0,0,1,0,1517.0,1456.0
1811,Soest,Germany,51.57,8.12,101,land north sea,True,True,6000.0,12000.0,12000.0,8000.0,10000.0,0,0,1,0,0,1,0,,1100.0
1813,Soignies,Belgium,50.58,4.07,84,land north sea,True,True,1000.0,1000.0,2000.0,1000.0,1000.0,0,0,1,0,0,1,0,,
1814,Soissons,France,49.37,3.33,38,river north sea,False,True,3000.0,3000.0,4000.0,3000.0,4000.0,1,0,0,0,0,1,0,,
1817,Solingen,Germany,51.17,7.08,221,land north sea,True,True,1000.0,1000.0,2000.0,1000.0,1000.0,0,0,1,0,0,1,0,,
1819,Sollies Pont,France,50.45,3.43,39,land mediterranean,False,True,0.0,0.0,0.0,0.0,1000.0,0,0,1,0,0,0,1,,
1820,Solofra,Italy,40.83,14.85,384,land mediterranean,False,True,3000.0,3000.0,3000.0,2000.0,3000.0,0,0,1,0,0,0,1,,
1821,Solothurn,Switzerland,47.22,7.53,432,river north sea,True,True,2000.0,2000.0,2000.0,1000.0,3000.0,1,0,0,0,0,1,0,,
1823,Sopron,Hungary,47.68,16.6,207,river black sea,False,True,1000.0,2000.0,3000.0,4000.0,3000.0,1,0,0,0,0,0,0,,
1824,Sora,Italy,41.72,13.62,300,land mediterranean,False,True,2000.0,3000.0,3000.0,2000.0,3000.0,0,0,1,0,0,0,1,,
1827,Sortino,Italy,37.17,15.03,438,land mediterranean,False,True,0.0,1000.0,2000.0,1000.0,2000.0,0,0,1,0,0,0,1,,
1828,Sosnowiec,Poland,50.28,19.13,330,river baltic,False,True,0.0,1000.0,1000.0,1000.0,1000.0,1,0,0,0,1,0,0,,
1834,Spandau,Germany,52.53,13.2,35,river north sea,True,True,0.0,1000.0,1000.0,1000.0,1000.0,1,0,0,0,0,1,0,1450.0,
1836,Speyer,Germany,49.32,8.43,102,river north sea,True,True,5000.0,7000.0,9000.0,5000.0,13000.0,1,0,0,0,0,1,0,,
1838,Spoleto,Italy,42.73,12.73,369,land mediterranean,False,True,4000.0,5000.0,6000.0,4000.0,12000.0,0,0,1,0,0,0,1,,
1840,St Amand Montrond,France,46.72,2.48,148,river north sea,False,True,0.0,1000.0,1000.0,1000.0,1000.0,1,0,0,0,0,1,0,,
1841,St Amand les Eaux,France,50.45,3.43,14,river north sea,False,True,2000.0,2000.0,3000.0,2000.0,3000.0,1,0,0,0,0,1,0,,
1843,St Brieuc,France,48.52,-2.78,1,north sea,False,True,2000.0,3000.0,3000.0,2000.0,3000.0,0,1,0,0,0,1,0,,
1844,St Chamond,France,45.47,4.5,326,land mediterranean,False,True,0.0,1000.0,1000.0,1000.0,1000.0,0,0,1,0,0,0,1,,
1845,St Die,France,48.28,6.95,343,river north sea,False,True,1000.0,1000.0,1000.0,1000.0,2000.0,1,0,0,0,0,1,0,,
1846,St Dizier,France,48.63,4.97,123,river north sea,False,True,0.0,0.0,1000.0,1000.0,1000.0,1,0,0,0,0,1,0,,
1847,St Etienne,France,45.43,4.4,549,land north sea,False,True,0.0,1000.0,1000.0,3000.0,3000.0,0,0,1,0,0,1,0,,
1848,St Flour,France,45.03,3.08,757,land north sea,False,True,2000.0,3000.0,5000.0,3000.0,4000.0,0,0,1,0,0,1,0,,
1849,St Gallen,Switzerland,47.42,9.38,675,land north sea,True,True,2000.0,3000.0,4000.0,3000.0,5000.0,0,0,1,0,0,1,0,,
1850,St Germain,France,48.9,2.08,86,river north sea,False,True,1000.0,1000.0,2000.0,1000.0,4000.0,1,0,0,0,0,1,0,,
1851,St Gilles,France,43.68,4.43,1,land mediterranean,False,True,1000.0,1000.0,2000.0,1000.0,1000.0,0,0,1,0,0,0,1,,
1853,St Jean d'Angely,France,45.95,-0.52,32,river north sea,False,True,3000.0,3000.0,4000.0,3000.0,4000.0,1,0,0,0,0,1,0,,
1854,St Junien,France,45.88,0.9,157,river north sea,False,True,1000.0,1000.0,2000.0,1000.0,1000.0,1,0,0,0,0,1,0,,
1855,St Leonard,France,45.83,1.48,250,river north sea,False,True,0.0,1000.0,1000.0,1000.0,1000.0,1,0,0,0,0,1,0,,
1856,St Lo,France,49.08,-1.08,7,river north sea,False,True,2000.0,3000.0,3000.0,2000.0,3000.0,1,0,0,0,0,1,0,,
1857,St Malo,France,48.65,-2.02,22,north sea,False,True,2000.0,3000.0,3000.0,2000.0,4000.0,0,1,0,0,0,1,0,,
1858,St Marie aux Mines,France,48.25,7.18,326,land north sea,False,True,1000.0,1000.0,2000.0,1000.0,1000.0,0,0,1,0,0,1,0,,
1859,St Mihiel,France,48.9,5.55,215,river north sea,False,True,2000.0,2000.0,2000.0,1000.0,1000.0,1,0,0,0,0,1,0,,
1860,St Nazaire,France,47.28,-2.18,7,north sea + river,False,True,1000.0,1000.0,2000.0,1000.0,1000.0,1,1,0,0,0,1,0,,
1861,St Omer,France,50.75,2.25,6,river north sea,False,True,3000.0,10000.0,11000.0,7000.0,11000.0,1,0,0,0,0,1,0,,
1864,St Pol,France,48.7,-4.0,1,north sea,False,True,2000.0,2000.0,3000.0,2000.0,2000.0,0,1,0,0,0,1,0,,
1865,St Quentin,France,49.85,3.28,82,river north sea,False,True,4000.0,5000.0,6000.0,4000.0,4000.0,1,0,0,0,0,1,0,,
1866,St-Niklaas,Belgium,51.17,4.13,13,land north sea,True,True,0.0,1000.0,1000.0,0.0,1000.0,0,0,1,0,0,1,0,,
1867,St-Truiden,Belgium,50.8,5.2,40,land north sea,True,True,2000.0,3000.0,5000.0,4000.0,4000.0,0,0,1,0,0,1,0,,
1868,Stade,Germany,53.6,9.47,9,north sea + river,True,True,2000.0,2000.0,2000.0,1000.0,2000.0,1,1,0,0,0,1,0,1259.0,1038.0
1872,Stargard Szczecinski,Poland,53.33,15.03,20,land baltic,False,True,1000.0,1000.0,2000.0,1000.0,4000.0,0,0,1,0,1,0,0,,
1878,Stendal,Germany,52.6,11.85,32,river north sea,True,True,0.0,1000.0,2000.0,6000.0,6000.0,1,0,0,0,0,1,0,1547.0,1563.0
1881,Steyr,Austria,48.05,14.42,310,river black sea,True,True,2000.0,2000.0,3000.0,2000.0,6000.0,1,0,0,0,0,0,0,,
1886,Stralsund,Germany,54.32,13.13,9,baltic,True,True,0.0,2000.0,12000.0,15000.0,11000.0,0,1,0,0,1,0,0,1446.0,
1887,Strasbourg,France,48.58,7.75,140,river north sea,False,True,6000.0,10000.0,15000.0,17000.0,20000.0,1,0,0,0,0,1,0,,
1888,Straubing,Germany,48.88,12.57,322,river black sea,True,True,1000.0,1000.0,1000.0,1000.0,1000.0,1,0,0,0,0,0,0,,
1890,Stuttgart,Germany,48.77,9.18,253,river north sea,True,True,3000.0,4000.0,5000.0,4000.0,6000.0,1,0,0,0,0,1,0,,
1895,Suhl,Germany,50.62,10.72,422,land north sea,True,True,0.0,0.0,1000.0,1000.0,2000.0,0,0,1,0,0,1,0,,1544.0
1896,Sulechow,Poland,52.1,15.62,85,land baltic,False,True,0.0,0.0,1000.0,1000.0,1000.0,0,0,1,0,1,0,0,,
1897,Sulmona,Italy,42.05,13.93,405,land mediterranean,False,True,2000.0,2000.0,3000.0,2000.0,3000.0,0,0,1,0,0,0,1,,
1902,Svendborg,Denmark,55.07,10.63,1,baltic,False,True,0.0,1000.0,1000.0,1000.0,1000.0,0,1,0,0,1,0,0,,1600.0
1906,Swidnik,Poland,50.85,16.48,203,land baltic,False,True,0.0,0.0,0.0,1000.0,2000.0,0,0,1,0,1,0,0,,
1910,Szarvas,Hungary,46.87,20.57,82,river black sea,False,True,0.0,0.0,0.0,1000.0,1000.0,1,0,0,0,0,0,0,,
1911,Szczecin,Poland,53.4,14.53,1,river baltic,False,True,1000.0,4000.0,6000.0,4000.0,9000.0,1,0,0,0,1,0,0,1283.0,
1912,Szeged,Hungary,46.25,20.15,77,river black sea,False,True,2000.0,3000.0,4000.0,3000.0,7000.0,1,0,0,0,0,0,0,,
1913,Szekesfehervar,Hungary,47.2,18.42,126,land black sea,False,True,3000.0,4000.0,6000.0,4000.0,2000.0,0,0,1,0,0,0,0,,
1914,Szekshard,Hungary,46.35,18.7,94,land black sea,False,True,1000.0,1000.0,1000.0,1000.0,1000.0,0,0,1,0,0,0,0,,
1915,Szentes,Hungary,46.65,20.27,82,land black sea,False,True,0.0,0.0,1000.0,1000.0,1000.0,0,0,1,0,0,0,0,,
1916,Szolnok,Hungary,47.17,20.2,85,river black sea,False,True,1000.0,1000.0,2000.0,1000.0,1000.0,1,0,0,0,0,0,0,,
1917,Szombathely,Hungary,472351.0,166219.0,209,land black sea,False,True,2000.0,2000.0,2000.0,1000.0,1000.0,0,0,1,0,0,0,0,,
1925,Taormina,Italy,37.87,15.28,204,land mediterranean,False,True,2000.0,3000.0,3000.0,2000.0,3000.0,0,0,1,0,0,0,1,,
1926,Taranto,Italy,40.47,17.25,1,med,False,True,4000.0,6000.0,7000.0,4000.0,12000.0,0,1,0,0,0,0,1,,
1927,Tarascon,France,43.8,4.67,7,river mediterranean,False,True,3000.0,3000.0,4000.0,3000.0,3000.0,1,0,0,0,0,0,1,,
1929,Tarbes,France,43.23,0.08,313,river north sea,False,True,3000.0,3000.0,4000.0,3000.0,4000.0,1,0,0,0,0,1,0,,
1931,Tarnow,Poland,50.02,21.0,190,land baltic,False,True,1000.0,1000.0,1000.0,1000.0,1000.0,0,0,1,0,1,0,0,1565.0,
1941,Temse,Belgium,51.13,4.22,10,river north sea,True,True,2000.0,2000.0,2000.0,1000.0,2000.0,1,0,0,0,0,1,0,,
1942,Teramo,Italy,42.67,13.72,265,land mediterranean,False,True,2000.0,2000.0,1000.0,2000.0,3000.0,0,0,1,0,0,0,1,,
1943,Terlizzi,Italy,41.13,16.55,178,land mediterranean,False,True,2000.0,2000.0,2000.0,1000.0,4000.0,0,0,1,0,0,0,1,,
1944,Termini Imerese,Italy,37.98,13.7,29,med,False,True,2000.0,3000.0,3000.0,1000.0,3000.0,0,1,0,0,0,0,1,,
1945,Terni,Italy,42.57,12.62,130,river mediterranean,False,True,2000.0,3000.0,4000.0,3000.0,4000.0,1,0,0,0,0,0,1,,
1947,Terracina,Italy,41.28,13.25,22,med,False,True,2000.0,2000.0,3000.0,2000.0,3000.0,0,1,0,0,0,0,1,,
1950,Thiers,France,45.85,3.57,283,land north sea,False,True,2000.0,2000.0,3000.0,2000.0,2000.0,0,0,1,0,0,1,0,,
1951,Thionville,France,49358.0,6.17,147,river north sea,False,True,2000.0,2000.0,2000.0,1000.0,1000.0,1,0,0,0,0,1,0,,
1952,Tiel,Netherlands,51.9,5.42,7,river north sea,True,True,3000.0,3000.0,3000.0,2000.0,3000.0,1,0,0,0,0,1,0,,1447.0
1953,Tielt,Belgium,51.0,3.32,43,land north sea,True,True,1000.0,1000.0,1000.0,1000.0,1000.0,0,0,1,0,0,1,0,,
1954,Tienen,Belgium,50.8,4.95,56,land north sea,True,True,3000.0,4000.0,5000.0,3000.0,9000.0,0,0,1,0,0,1,0,1460.0,
1955,Tilburg,Netherlands,51.57,5.08,14,land north sea,True,True,0.0,1000.0,1000.0,1000.0,2000.0,0,0,1,0,0,1,0,,
1963,Tivoli,Italy,41.97,12.8,235,land mediterranean,False,True,3000.0,3000.0,3000.0,2000.0,3000.0,0,0,1,0,0,0,1,,
1964,Toenning,Germany,54.32,8.93,2,north sea,True,True,0.0,1000.0,1000.0,1000.0,2000.0,0,1,0,0,0,1,0,,
1965,Toeroekszentmiklos,Hungary,47.18,20.4,82,land black sea,False,True,0.0,0.0,0.0,1000.0,1000.0,0,0,1,0,0,0,0,,
1971,Tongeren,Belgium,50.78,5.47,107,river north sea,True,True,3000.0,4000.0,5000.0,3000.0,8000.0,1,0,0,0,0,1,0,,
1972,Tonneins,France,44.38,0.32,39,river north sea,False,True,2000.0,2000.0,3000.0,2000.0,2000.0,1,0,0,0,0,1,0,,
1974,Torgau,Germany,51.57,13.0,78,river north sea,True,True,1000.0,2000.0,1000.0,2000.0,3000.0,1,0,0,0,0,1,0,,
1975,Torhout,Belgium,51.07,3.1,17,land north sea,True,True,2000.0,2000.0,2000.0,1000.0,1000.0,0,0,1,0,0,1,0,,
1976,Torino,Italy,45.05,7.67,235,river mediterranean,False,True,2000.0,3000.0,3000.0,4000.0,15000.0,1,0,0,0,0,0,1,,
1979,Torre Annunziata,Italy,40.75,14.45,1,med,False,True,0.0,0.0,1000.0,1000.0,2000.0,0,1,0,0,0,0,1,,
1980,Torre del Greco,Italy,40.78,14.37,16,med,False,True,4000.0,5000.0,6000.0,4000.0,6000.0,0,1,0,0,0,0,1,,
1983,Tortona,Italy,44.9,8.87,122,river mediterranean,False,True,2000.0,3000.0,2000.0,3000.0,5000.0,1,0,0,0,0,0,1,,
1984,Tortorici,Italy,38.03,14.82,468,land mediterranean,False,True,1000.0,1000.0,2000.0,1000.0,2000.0,0,0,1,0,0,0,1,,
1986,Torun,Poland,53.03,18.58,80,river baltic,False,True,0.0,1000.0,2000.0,3000.0,11000.0,1,0,0,0,1,0,0,1403.0,
1989,Toul,France,48.68,5.9,200,river north sea,False,True,2000.0,3000.0,3000.0,2000.0,2000.0,1,0,0,0,0,1,0,,
1990,Toulon,France,43.12,5.93,7,med,False,True,2000.0,3000.0,3000.0,2000.0,3000.0,0,1,0,0,0,0,1,,
1991,Toulouse,France,43.6,1.43,136,river north sea,False,True,14000.0,20000.0,30000.0,21000.0,30000.0,1,0,0,0,0,1,0,,
1992,Tourcoing,France,50.73,3.17,37,river north sea,False,True,1000.0,2000.0,3000.0,2000.0,4000.0,1,0,0,0,0,1,0,,
1993,Tournai,Belgium,50.6,3.38,41,river north sea,True,True,7000.0,17000.0,20000.0,40000.0,35000.0,1,0,0,0,0,1,0,,
1994,Tournus,France,45.08,4.82,168,river mediterranean,False,True,2000.0,2000.0,3000.0,2000.0,3000.0,1,0,0,0,0,0,1,,
1995,Tours,France,47.38,0.68,49,river north sea,False,True,10000.0,12000.0,15000.0,13000.0,16000.0,1,0,0,0,0,1,0,,
1998,Trani,Italy,41.28,16.42,1,med,False,True,4000.0,5000.0,6000.0,4000.0,5000.0,0,1,0,0,0,0,1,,
1999,Trapani,Italy,38.02,12.52,1,med,False,True,7000.0,10000.0,14000.0,12000.0,15000.0,0,1,0,0,0,0,1,,
2000,Trento,Italy,46.07,11.13,190,river mediterranean,False,True,2000.0,3000.0,3000.0,2000.0,3000.0,1,0,0,0,0,0,1,,
2001,Treviglio,Italy,45.52,9.58,125,land mediterranean,False,True,2000.0,2000.0,2000.0,1000.0,2000.0,0,0,1,0,0,0,1,,
2002,Treviso,Italy,45.67,12.25,15,river mediterranean,False,True,4000.0,6000.0,7000.0,4000.0,12000.0,1,0,0,0,0,0,1,,
2003,Trier,Germany,49.75,6.63,50,river north sea,True,True,11000.0,13000.0,11000.0,10000.0,8000.0,1,0,0,0,0,1,0,,
2004,Trieste,Italy,45.67,13.77,28,med,False,True,2000.0,2000.0,5000.0,3000.0,4000.0,0,1,0,0,0,0,1,,
2006,Trino,Italy,45.2,8.3,120,river mediterranean,False,True,1000.0,2000.0,2000.0,1000.0,2000.0,1,0,0,0,0,0,1,,
2009,Troina,Italy,37.78,14.62,1121,land mediterranean,False,True,2000.0,3000.0,3000.0,2000.0,3000.0,0,0,1,0,0,0,1,,
2011,Troyes,France,48.3,4.08,106,river north sea,False,True,6000.0,7000.0,10000.0,7000.0,11000.0,1,0,0,0,0,1,0,,
2014,Tuebingen,Germany,48.52,9.07,341,river north sea,True,True,1000.0,1000.0,2000.0,1000.0,4000.0,1,0,0,0,0,1,0,,
